"date","user","type","executed","runTime","remarks"
"2016-07-04 10:25","POAS31-RT33","function","MultiFileBind",10.9992198944092,"Merged Year2013-2016"
"2016-07-04 10:25","POAS31-RT33","function","LoadAirHour",10.9992198944092,"Loaded2013-2016"
"2016-07-04 10:25","POAS31-RT33","function","LoadAQHI",0.952601909637451,"Loaded2013-2016"
"2016-07-04 10:25","POAS31-RT33","source","default.R",28.7652671337128,NA
"2016-07-04 10:26","POAS31-RT33","function","MultiFileBind",11.5542778968811,"Merged Year2013-2016"
"2016-07-04 10:26","POAS31-RT33","function","LoadAirHour",11.5542778968811,"Loaded2013-2016"
"2016-07-04 10:26","POAS31-RT33","function","LoadAQHI",0.988003969192505,"Loaded2013-2016"
"2016-07-04 10:27","POAS31-RT33","source","default.R",30.4599928855896,NA
"2016-07-04 12:11","POAS31-RT33","function","MultiFileBind",15.6266579627991,"Merged Year2011-2016"
"2016-07-04 12:11","POAS31-RT33","function","LoadAirHour",15.7036590576172,"Loaded2011-2016"
"2016-07-04 12:11","POAS31-RT33","function","LoadAQHI",1.00400400161743,"Loaded2013-2016"
"2016-07-04 12:12","POAS31-RT33","source","default.R",38.276319026947,NA
"2016-07-04 12:21","POAS31-RT33","function","MultiFileBind",17.002289056778,"Merged Year2011-2016"
"2016-07-04 12:21","POAS31-RT33","function","LoadAirHour",17.2068910598755,"Loaded2011-2016"
"2016-07-04 12:21","POAS31-RT33","function","LoadAQHI",0.984802007675171,"Loaded2013-2016"
"2016-07-04 12:21","POAS31-RT33","source","default.R",41.4307539463043,NA
"2016-07-04 14:10","POAS31-RT33","function","MultiFileBind",18.4134650230408,"Merged Year2011-2016"
"2016-07-04 14:10","POAS31-RT33","function","LoadAirHour",18.4446649551392,"Loaded2011-2016"
"2016-07-04 14:10","POAS31-RT33","function","LoadAQHI",2.37620401382446,"Loaded2013-2016"
"2016-07-04 14:10","POAS31-RT33","source","default.R",47.1319680213928,NA
"2016-07-04 14:29","POAS31-RT33","function","MultiFileBind",13.8790481090546,"Merged Year2011-2016"
"2016-07-04 14:29","POAS31-RT33","function","LoadAirHour",13.8790481090546,"Loaded2011-2016"
"2016-07-04 14:29","POAS31-RT33","function","LoadAQHI",2.65500378608704,"Loaded2013-2016"
"2016-07-04 14:30","POAS31-RT33","source","default.R",38.4668929576874,NA
"2016-07-04 14:32","POAS31-RT33","function","MultiFileBind",16.8788340091705,"Merged Year2011-2016"
"2016-07-04 14:32","POAS31-RT33","function","LoadAirHour",16.9298341274261,"Loaded2011-2016"
"2016-07-04 14:32","POAS31-RT33","function","LoadAQHI",0.969202041625977,"Loaded2013-2016"
"2016-07-04 14:32","POAS31-RT33","source","default.R",42.0095691680908,NA
"2016-07-05 10:37","POAS31-RT33","function","MultiFileBind",16.7749600410461,"Merged Year2011-2016"
"2016-07-05 10:37","POAS31-RT33","function","LoadAirHour",16.9549698829651,"Loaded2011-2016"
"2016-07-05 10:37","POAS31-RT33","function","LoadAQHI",0.968055009841919,"Loaded2013-2016"
"2016-07-05 10:38","POAS31-RT33","source","default.R",43.5984938144684,NA
"2016-07-05 10:44","POAS31-RT33","function","MultiFileBind",17.6800110340118,"Merged Year2011-2016"
"2016-07-05 10:44","POAS31-RT33","function","LoadAirHour",17.7070121765137,"Loaded2011-2016"
"2016-07-05 10:44","POAS31-RT33","function","LoadAQHI",0.97105598449707,"Loaded2013-2016"
"2016-07-05 10:45","POAS31-RT33","source","default.R",42.0674061775208,NA
"2016-07-05 10:49","POAS31-RT33","function","MultiFileBind",16.841964006424,"Merged Year2011-2016"
"2016-07-05 10:49","POAS31-RT33","function","LoadAirHour",16.8509640693665,"Loaded2011-2016"
"2016-07-05 10:49","POAS31-RT33","function","LoadAQHI",0.985055923461914,"Loaded2013-2016"
"2016-07-05 10:50","POAS31-RT33","source","default.R",41.0913500785828,NA
"2016-07-05 11:16","POAS31-RT33","function","MultiFileBind",19.0030870437622,"Merged Year2011-2016"
"2016-07-05 11:16","POAS31-RT33","function","LoadAirHour",19.0390889644623,"Loaded2011-2016"
"2016-07-05 11:16","POAS31-RT33","function","LoadAQHI",1.1340651512146,"Loaded2013-2016"
"2016-07-05 11:16","POAS31-RT33","source","default.R",45.0765788555145,NA
"2016-07-05 11:17","POAS31-RT33","function","MultiFileBind",17.4059960842133,"Merged Year2011-2016"
"2016-07-05 11:17","POAS31-RT33","function","LoadAirHour",17.4159970283508,"Loaded2011-2016"
"2016-07-05 11:17","POAS31-RT33","function","LoadAQHI",0.956054925918579,"Loaded2013-2016"
"2016-07-05 11:18","POAS31-RT33","source","default.R",42.3794238567352,NA
"2016-07-05 11:33","POAS31-RT33","function","MultiFileBind",14.3258199691772,"Merged Year2011-2016"
"2016-07-05 11:33","POAS31-RT33","function","LoadAirHour",14.3318200111389,"Loaded2011-2016"
"2016-07-05 11:33","POAS31-RT33","function","LoadAQHI",0.956053972244263,"Loaded2013-2016"
"2016-07-05 11:34","POAS31-RT33","source","default.R",36.1200659275055,NA
"2016-07-05 14:32","POAS31-RT33","function","MultiFileBind",17.061891078949,"Merged Year2011-2016"
"2016-07-05 14:32","POAS31-RT33","function","LoadAirHour",17.0950911045074,"Loaded2011-2016"
"2016-07-05 14:32","POAS31-RT33","function","LoadAQHI",0.982603073120117,"Loaded2013-2016"
"2016-07-05 14:32","POAS31-RT33","source","default.R",41.845782995224,NA
"2016-07-05 16:48","POAS31-RT33","function","MultiFileBind",27.404648065567,"Merged Year2011-2016"
"2016-07-05 16:48","POAS31-RT33","function","LoadAirHour",28.6380507946014,"Loaded2011-2016"
"2016-07-05 16:48","POAS31-RT33","function","LoadAQHI",5.38601016998291,"Loaded2013-2016"
"2016-07-05 16:48","POAS31-RT33","source","default.R",1.28758311669032,NA
"2016-07-06 10:20","POAS31-RT33","function","MultiFileBind",17.2589869499207,"Merged Year2011-2016"
"2016-07-06 10:20","POAS31-RT33","function","LoadAirHour",17.4699988365173,"Loaded2011-2016"
"2016-07-06 10:20","POAS31-RT33","function","LoadAQHI",0.969054937362671,"Loaded2013-2016"
"2016-07-06 10:21","POAS31-RT33","source","default.R",41.8103919029236,NA
"2016-07-06 11:21","POAS31-RT33","function","MultiFileBind",14.6878402233124,"Merged Year2011-2016"
"2016-07-06 11:21","POAS31-RT33","function","LoadAirHour",14.7948458194733,"Loaded2011-2016"
"2016-07-06 11:21","POAS31-RT33","function","LoadAQHI",1.05906009674072,"Loaded2013-2016"
"2016-07-06 11:21","POAS31-RT33","source","default.R",37.7861618995667,NA
"2016-07-06 16:17","POAS31-RT33","function","MultiFileBind",16.5309448242188,"Merged Year2011-2016"
"2016-07-06 16:17","POAS31-RT33","function","LoadAirHour",16.6299510002136,"Loaded2011-2016"
"2016-07-06 16:17","POAS31-RT33","function","LoadAQHI",1.03705906867981,"Loaded2013-2016"
"2016-07-06 16:17","POAS31-RT33","source","default.R",39.290246963501,NA
"2016-07-07 14:45","POAS31-RT33","function","MultiFileBind",16.6360337734222,"Merged Year2011-2016"
"2016-07-07 14:45","POAS31-RT33","function","LoadAirHour",16.6716341972351,"Loaded2011-2016"
"2016-07-07 14:45","POAS31-RT33","function","LoadAQHI",1.78040313720703,"Loaded2013-2016"
"2016-07-07 14:46","POAS31-RT33","source","default.R",43.4666969776154,NA
"2016-07-07 17:24","POAS31-RT33","function","MultiFileBind",16.4832849502563,"Merged Year2011-2016"
"2016-07-07 17:24","POAS31-RT33","function","LoadAirHour",16.5980889797211,"Loaded2011-2016"
"2016-07-07 17:24","POAS31-RT33","function","LoadAQHI",1.1078040599823,"Loaded2013-2016"
"2016-07-07 17:24","POAS31-RT33","source","default.R",43.7642540931702,NA
"2016-07-08 11:10","POAS31-RT33","function","MultiFileBind",18.5170590877533,"Merged Year2011-2016"
"2016-07-08 11:10","POAS31-RT33","function","LoadAirHour",19.1720969676971,"Loaded2011-2016"
"2016-07-08 11:10","POAS31-RT33","function","LoadAQHI",1.15406584739685,"Loaded2013-2016"
"2016-07-08 11:11","POAS31-RT33","source","default.R",47.2297010421753,NA
"2016-07-08 16:08","POAS31-RT33","function","MultiFileBind",16.9986720085144,"Merged Year2011-2016"
"2016-07-08 16:08","POAS31-RT33","function","LoadAirHour",17.0916728973389,"Loaded2011-2016"
"2016-07-08 16:08","POAS31-RT33","function","LoadAQHI",1.01600193977356,"Loaded2013-2016"
"2016-07-08 16:09","POAS31-RT33","source","default.R",42.8744838237762,NA
"2016-07-08 16:13","POAS31-RT33","function","MultiFileBind",14.4478449821472,"Merged Year2011-2016"
"2016-07-08 16:13","POAS31-RT33","function","LoadAirHour",14.4478449821472,"Loaded2011-2016"
"2016-07-08 16:13","POAS31-RT33","function","LoadAQHI",1.00040197372437,"Loaded2013-2016"
"2016-07-08 16:14","POAS31-RT33","source","default.R",37.3738889694214,NA
"2016-07-08 16:16","POAS31-RT33","function","MultiFileBind",17.7073850631714,"Merged Year2011-2016"
"2016-07-08 16:16","POAS31-RT33","function","LoadAirHour",17.7229850292206,"Loaded2011-2016"
"2016-07-08 16:16","POAS31-RT33","function","LoadAQHI",1.06040501594543,"Loaded2013-2016"
"2016-07-08 16:17","POAS31-RT33","source","default.R",43.20281291008,NA
"2016-07-09 11:57","PONG-PC","function","MultiFileBind",17.3444650173187,"Merged Year2011-2016"
"2016-07-09 11:57","PONG-PC","function","LoadAirHour",17.3584640026093,"Loaded2011-2016"
"2016-07-09 11:57","PONG-PC","function","LoadAQHI",0.912601947784424,"Loaded2013-2016"
"2016-07-09 11:57","PONG-PC","source","default.R",44.9939382076263,NA
"2016-07-11 10:37","POAS31-RT33","function","MultiFileBind",17.1819829940796,"Merged Year2011-2016"
"2016-07-11 10:37","POAS31-RT33","function","LoadAirHour",17.2019839286804,"Loaded2011-2016"
"2016-07-11 10:37","POAS31-RT33","function","LoadAQHI",1.00305819511414,"Loaded2013-2016"
"2016-07-11 10:37","POAS31-RT33","source","default.R",43.6234951019287,NA
"2016-07-11 17:06","POAS31-RT33","function","MultiFileBind",19.3311049938202,"Merged Year2011-2016"
"2016-07-11 17:06","POAS31-RT33","function","LoadAirHour",19.4791140556335,"Loaded2011-2016"
"2016-07-11 17:06","POAS31-RT33","function","LoadAQHI",1.31907486915588,"Loaded2013-2016"
"2016-07-11 17:06","POAS31-RT33","source","default.R",45.914626121521,NA
"2016-07-14 12:05","POAS31-RT33","function","MultiFileBind",18.7140700817108,"Merged Year2011-2016"
"2016-07-14 12:05","POAS31-RT33","function","LoadAirHour",21.1732110977173,"Loaded2011-2016"
"2016-07-14 12:06","POAS31-RT33","function","LoadAQHI",1.3540780544281,"Loaded2013-2016"
"2016-07-14 12:06","POAS31-RT33","source","default.R",52.5200040340424,NA
"2016-07-14 14:34","POAS31-RT33","function","MultiFileBind",17.6390089988708,"Merged Year2011-2016"
"2016-07-14 14:34","POAS31-RT33","function","LoadAirHour",17.7830169200897,"Loaded2011-2016"
"2016-07-14 14:35","POAS31-RT33","function","LoadAQHI",1.03005909919739,"Loaded2013-2016"
"2016-07-14 14:35","POAS31-RT33","source","default.R",41.8053908348083,NA
"2016-07-14 14:42","POAS31-RT33","function","MultiFileBind",14.7578439712524,"Merged Year2011-2016"
"2016-07-14 14:42","POAS31-RT33","function","LoadAirHour",14.7748448848724,"Loaded2011-2016"
"2016-07-14 14:42","POAS31-RT33","function","LoadAQHI",0.965054988861084,"Loaded2013-2016"
"2016-07-14 14:42","POAS31-RT33","source","default.R",37.1391248703003,NA
"2016-07-14 16:45","POAS31-RT33","function","MultiFileBind",16.8838369846344,"Merged Year2011-2016"
"2016-07-14 16:45","POAS31-RT33","function","LoadAirHour",17.0866379737854,"Loaded2011-2016"
"2016-07-14 16:45","POAS31-RT33","function","LoadAQHI",0.988203048706055,"Loaded2013-2016"
"2016-07-14 16:46","POAS31-RT33","source","default.R",41.1911029815674,NA
"2016-07-15 10:48","POAS31-RT33","function","MultiFileBind",15.3008749485016,"Merged Year2011-2016"
"2016-07-15 10:48","POAS31-RT33","function","LoadAirHour",15.4218819141388,"Loaded2011-2016"
"2016-07-15 10:48","POAS31-RT33","function","LoadAQHI",1.71509790420532,"Loaded2013-2016"
"2016-07-15 10:49","POAS31-RT33","source","default.R",41.9393990039825,NA
"2016-07-15 11:28","POAS31-RT33","function","MultiFileBind",17.8090181350708,"Merged Year2011-2016"
"2016-07-15 11:29","POAS31-RT33","function","LoadAirHour",20.6991839408875,"Loaded2011-2016"
"2016-07-15 11:29","POAS31-RT33","function","LoadAQHI",1.07706117630005,"Loaded2013-2016"
"2016-07-15 11:29","POAS31-RT33","source","default.R",47.5027170181274,NA
"2016-07-18 14:58","POAS31-RT33","function","MultiFileBind",21.3682219982147,"Merged Year2011-2016"
"2016-07-18 14:58","POAS31-RT33","function","LoadAirHour",21.4922289848328,"Loaded2011-2016"
"2016-07-18 14:58","POAS31-RT33","function","LoadAQHI",1.38207912445068,"Loaded2013-2016"
"2016-07-18 14:59","POAS31-RT33","source","default.R",51.9939739704132,NA
"2016-07-18 15:18","POAS31-RT33","function","MultiFileBind",17.6720111370087,"Merged Year2011-2016"
"2016-07-18 15:18","POAS31-RT33","function","LoadAirHour",17.8400211334229,"Loaded2011-2016"
"2016-07-18 15:19","POAS31-RT33","function","LoadAQHI",1.04706001281738,"Loaded2013-2016"
"2016-07-18 15:19","POAS31-RT33","source","default.R",42.6964421272278,NA
"2016-07-18 15:29","POAS31-RT33","function","MultiFileBind",28.1738519668579,"Merged Year2011-2016"
"2016-07-18 15:29","POAS31-RT33","function","LoadAirHour",28.440052986145,"Loaded2011-2016"
"2016-07-18 15:29","POAS31-RT33","function","LoadAQHI",1.15540194511414,"Loaded2013-2016"
"2016-07-18 15:29","POAS31-RT33","source","default.R",1.23989930152893,NA
"2016-07-19 09:24","POAS31-RT33","function","MultiFileBind",18.6490669250488,"Merged Year2011-2016"
"2016-07-19 09:24","POAS31-RT33","function","LoadAirHour",22.5512897968292,"Loaded2011-2016"
"2016-07-19 09:24","POAS31-RT33","function","LoadAQHI",1.07006096839905,"Loaded2013-2016"
"2016-07-19 09:24","POAS31-RT33","source","default.R",49.0488049983978,NA
"2016-07-19 10:52","POAS31-RT33","function","MultiFileBind",16.0409171581268,"Merged Year2011-2016"
"2016-07-19 10:52","POAS31-RT33","function","LoadAirHour",16.1259219646454,"Loaded2011-2016"
"2016-07-19 10:52","POAS31-RT33","function","LoadAQHI",1.07306098937988,"Loaded2013-2016"
"2016-07-19 10:52","POAS31-RT33","source","default.R",38.2211859226227,NA
"2016-07-19 14:40","POAS31-RT33","function","MultiFileBind",28.9496560096741,"Merged Year2009-2016"
"2016-07-19 14:40","POAS31-RT33","function","LoadAirHour",31.3237919807434,"Loaded2009-2016"
"2016-07-19 14:40","POAS31-RT33","function","LoadAQHI",1.07706093788147,"Loaded2013-2016"
"2016-07-19 14:41","POAS31-RT33","source","default.R",1.13421488205592,NA
"2016-07-19 15:26","POAS31-RT33","function","MultiFileBind",37.4781432151794,"Merged Year2004-2016"
"2016-07-19 15:26","POAS31-RT33","function","LoadAirHour",37.8351640701294,"Loaded2004-2016"
"2016-07-19 15:27","POAS31-RT33","function","LoadAQHI",1.22707009315491,"Loaded2013-2016"
"2016-07-19 15:27","POAS31-RT33","source","default.R",1.38452918132146,NA
"2016-07-19 16:44","POAS31-RT33","function","MultiFileBind",32.3390600681305,"Merged Year2011-2016"
"2016-07-19 16:44","POAS31-RT33","function","LoadAirHour",32.8246610164642,"Loaded2011-2016"
"2016-07-19 16:45","POAS31-RT33","function","LoadAQHI",14.7042257785797,"Loaded2013-2016"
"2016-07-19 16:45","POAS31-RT33","source","default.R",1.18354938427607,NA
"2016-07-19 16:52","POAS31-RT33","function","MultiFileBind",4.03502416610718,"Merged Year2015-2016"
"2016-07-19 16:52","POAS31-RT33","function","LoadAirHour",4.05062413215637,"Loaded2015-2016"
"2016-07-19 16:52","POAS31-RT33","function","LoadAQHI",2.03200387954712,"Loaded2013-2016"
"2016-07-19 16:52","POAS31-RT33","source","default.R",15.7262551784515,NA
"2016-07-19 17:11","POAS31-RT33","function","MultiFileBind",3.97442007064819,"Merged Year2015-2016"
"2016-07-19 17:11","POAS31-RT33","function","LoadAirHour",3.97442007064819,"Loaded2015-2016"
"2016-07-19 17:11","POAS31-RT33","function","LoadAQHI",1.0336058139801,"Loaded2013-2020"
"2016-07-19 17:11","POAS31-RT33","source","default.R",13.911285161972,NA
"2016-07-19 17:12","POAS31-RT33","function","MultiFileBind",4.32262206077576,"Merged Year2015-2016"
"2016-07-19 17:12","POAS31-RT33","function","LoadAirHour",4.33822202682495,"Loaded2015-2016"
"2016-07-19 17:12","POAS31-RT33","function","LoadAQHI",1.00140118598938,"Loaded2013-2020"
"2016-07-19 17:12","POAS31-RT33","source","default.R",14.4680790901184,NA
