"date","date2","max.hour","max2.hour","max3.hour","max.NO2","max2.NO2","max3.NO2","max.NOx","max2.NOx","max3.NOx","max.CO","max2.CO","max3.CO","meanNO2","aqhi_daymax","ws_SF","ws_KP","wd_wgl","UV_Max"
2015-08-17,2015-08-17,20,15,11,51,46,44,165,164,192,130,-40,-30,-83.0434782608696,4,7.9,7.2,230,12
2015-08-18,2015-08-18,16,8,7,51,45,34,141,171,76,-10,-270,-190,-55,5,6.1,7.7,220,11
2015-08-19,2015-08-19,22,14,21,71,62,60,242,277,209,100,50,70,-0.526315789473684,5,4.6,7.4,230,12
2015-08-20,2015-08-20,20,14,10,64,52,47,347,495,210,100,150,200,-14.3478260869565,8,4,5.2,270,5
2015-08-21,2015-08-21,14,18,22,69,45,43,292,138,132,170,-170,70,1.66666666666667,9,10.9,6.4,350,10
2015-08-22,2015-08-22,12,15,11,75,61,53,315,211,242,240,180,200,87.5,9,9.9,6.2,10,8
2015-08-23,2015-08-23,17,13,18,185,121,94,409,312,280,300,320,300,182.5,10,5.9,5.5,220,10
2015-08-24,2015-08-24,18,17,13,162,138,85,565,371,226,NA,-20,320,90,11,5.3,4.1,10,8
2015-08-25,2015-08-25,13,14,12,79,56,51,157,152,175,250,210,170,209.166666666667,8,6.3,5.3,10,8
2015-08-26,2015-08-26,14,13,7,131,82,59,403,233,210,-200,-470,340,-108.636363636364,7,9.4,6.4,40,5
2015-08-27,2015-08-27,16,22,15,91,77,75,234,296,161,-160,-150,-100,-225.652173913043,6,6.8,5.8,200,9
2015-08-28,2015-08-28,7,10,19,86,74,72,232,191,212,-230,-280,-150,-248.333333333333,6,3.8,5.5,210,8
2015-08-29,2015-08-29,22,16,19,60,53,44,108,137,5,-350,-390,-410,-237.083333333333,5,2.9,4,230,6
2015-08-30,2015-08-30,13,7,15,100,63,63,356,225,187,310,-110,240,-14.5833333333333,5,2.2,1.9,220,4
2015-08-31,2015-08-31,19,23,22,84,65,59,167,263,50,-110,-160,-260,-206.95652173913,6,4.2,3.6,40,6
2015-09-01,2015-09-01,13,7,6,91,37,35,317,77,147,100,-300,10,-41.25,4,9.1,7.5,50,7
2015-09-02,2015-09-02,14,21,7,14,13,6,75,48,26,170,-80,-20,-1.66666666666667,3,10.3,7.9,100,1
2015-09-03,2015-09-03,15,16,10,43,39,35,197,169,168,330,280,220,176.086956521739,3,10,7.5,60,7
2015-09-04,2015-09-04,20,7,22,113,106,97,379,428,329,110,230,-70,63.3333333333333,6,6,5.8,80,11
2015-09-05,2015-09-05,13,15,16,122,86,86,436,285,240,70,-30,80,92.0833333333333,6,4.5,6.7,220,11
2015-09-06,2015-09-06,15,12,14,133,132,119,441,433,384,200,180,210,113.333333333333,6,8.6,8.1,240,11
2015-09-07,2015-09-07,10,7,1,36,29,26,198,96,79,20,40,250,-41.6666666666667,6,8.5,5.5,250,6
2015-09-08,2015-09-08,7,8,19,82,40,38,249,121,92,110,-20,80,-42.5,6,19.9,11.4,60,9
2015-09-09,2015-09-09,8,19,7,121,74,68,405,223,170,50,160,90,133.04347826087,6,17.5,9.5,70,10
2015-09-10,2015-09-10,0,7,2,45,27,25,97,85,41,150,50,120,106.666666666667,6,16.5,9.6,60,9
2015-09-11,2015-09-11,20,14,9,41,39,34,98,99,117,160,160,90,132.083333333333,6,16.1,10,100,9
2015-09-12,2015-09-12,15,14,21,117,82,46,294,201,95,270,390,140,193.75,7,15.7,8.7,90,7
2015-09-13,2015-09-13,12,15,13,109,98,95,209,194,247,340,280,330,338.75,7,18.4,10.8,50,9
2015-09-14,2015-09-14,13,0,19,73,71,67,187,127,241,130,320,220,173.913043478261,6,20,10.8,60,9
2015-09-15,2015-09-15,7,6,21,55,54,51,140,127,138,180,210,270,182.916666666667,5,22.2,11.9,70,10
2015-09-16,2015-09-16,7,8,4,51,40,36,162,170,111,170,120,260,117.083333333333,4,18.8,10.8,70,10
2015-09-17,2015-09-17,7,23,14,43,40,27,136,79,78,140,160,NA,148.095238095238,5,17.6,10.1,70,10
2015-09-18,2015-09-18,20,19,23,134,103,94,461,367,363,360,240,320,160,8,12.2,7.6,70,9
2015-09-19,2015-09-19,18,14,19,218,131,112,637,395,411,350,320,290,303.04347826087,8,3.3,4.6,180,5
2015-09-20,2015-09-20,12,13,14,143,122,117,498,427,421,660,540,300,322.916666666667,7,2.3,6.7,200,8
2015-09-21,2015-09-21,19,18,16,81,70,65,347,358,291,220,420,440,206.25,7,5.1,5,190,5
2015-09-22,2015-09-22,21,22,20,52,46,44,229,186,185,190,50,150,121.666666666667,4,11.7,8,110,10
2015-09-23,2015-09-23,16,18,20,131,71,65,500,275,265,260,210,350,180,5,4.8,4.4,110,7
2015-09-24,2015-09-24,16,7,12,91,56,55,403,296,215,30,120,330,23.0434782608696,5,5.9,7.5,230,10
2015-09-25,2015-09-25,13,12,11,68,65,61,342,386,386,180,290,330,82.5,6,9.3,7.2,230,10
2015-09-26,2015-09-26,16,15,11,74,57,43,262,364,334,90,300,130,154.583333333333,8,8.5,5.6,90,7
2015-09-27,2015-09-27,18,16,17,97,64,59,278,185,177,320,400,290,191.25,6,8,4.8,90,7
2015-09-28,2015-09-28,14,20,21,107,86,73,367,363,351,230,320,480,265.416666666667,9,5.6,7,10,9
2015-09-29,2015-09-29,14,13,15,133,132,131,265,290,308,200,320,140,87.7272727272727,11,17.5,7.7,290,9
2015-09-30,2015-09-30,13,14,15,112,106,106,230,190,171,350,330,340,166.25,8,2,6.4,140,9
2015-10-01,2015-10-01,16,19,23,41,36,32,174,346,118,360,440,490,292.173913043478,8,6,3.8,30,8
2015-10-02,2015-10-02,11,16,17,32,32,30,177,105,108,280,160,210,159.166666666667,5,11.8,9,10,7
2015-10-03,2015-10-03,12,13,14,107,100,95,344,308,311,200,230,280,201.666666666667,5,22,14.5,60,9
2015-10-04,2015-10-04,0,1,6,24,17,17,64,39,42,160,190,60,116.666666666667,3,35.7,22,120,2
2015-10-05,2015-10-05,1,13,0,10,9,8,30,28,39,60,20,80,-54.1666666666667,3,26.3,14.1,100,4
2015-10-06,2015-10-06,17,20,22,39,12,6,218,59,27,50,0,-130,-124.583333333333,4,18.5,9.6,100,4
2015-10-07,2015-10-07,19,21,22,72,55,50,224,186,206,-10,360,110,8.42105263157895,4,9,3.9,140,5
2015-10-08,2015-10-08,14,16,8,91,80,63,213,218,273,340,80,20,97.0833333333333,9,15,7.5,300,7
2015-10-09,2015-10-09,15,20,19,38,30,23,131,148,137,240,50,240,100.833333333333,7,6.9,6,20,8
2015-10-10,2015-10-10,20,12,13,48,42,38,179,187,194,440,220,120,211.666666666667,5,7,8.5,20,5
2015-10-11,2015-10-11,0,18,13,29,28,27,101,169,188,430,440,690,330.833333333333,5,5.3,10.8,20,2
2015-10-12,2015-10-12,23,7,0,48,35,34,152,149,120,290,100,400,212.5,5,7.6,5.3,50,5
2015-10-13,2015-10-13,7,19,21,42,38,36,116,89,72,230,70,50,175.217391304348,8,15.9,8.5,70,8
2015-10-14,2015-10-14,6,0,1,61,49,38,110,85,57,140,80,60,12.5,8,12.3,6.8,70,7
2015-10-15,2015-10-15,1,2,3,51,43,38,98,74,82,180,480,110,-0.526315789473684,8,9.9,5.9,90,7
2015-10-16,2015-10-16,23,0,1,21,18,16,71,82,55,20,-80,10,24.1666666666667,9,8,4.9,30,7
2015-10-17,2015-10-17,14,1,23,72,48,40,261,178,120,120,NA,100,40.4347826086956,7,8.2,4.6,70,8
2015-10-18,2015-10-18,16,17,13,126,114,101,217,226,237,290,420,220,194.583333333333,9,6.5,3.8,60,7
2015-10-19,2015-10-19,0,5,2,59,34,23,169,79,82,260,100,280,79.5833333333333,8,5.7,5.6,20,7
2015-10-20,2015-10-20,23,22,14,38,18,7,158,109,63,-270,-20,50,82.0833333333333,7,5.1,5.5,10,7
2015-10-21,2015-10-21,19,18,17,122,115,107,424,366,329,420,510,550,213.478260869565,6,5.7,3.5,10,7
2015-10-22,2015-10-22,3,2,4,63,57,51,203,166,219,190,160,110,32.0833333333333,5,9.2,4.5,120,7
2015-10-23,2015-10-23,16,17,18,83,65,56,220,184,250,310,170,190,12.5,8,7.7,5.4,80,7
2015-10-24,2015-10-24,13,14,12,76,75,31,249,263,131,-60,-30,-30,17.5,6,14.9,7.6,80,6
2015-10-25,2015-10-25,17,8,11,34,31,31,97,81,103,220,20,140,81.25,4,22.9,13,80,4
2015-10-26,2015-10-26,5,3,4,18,14,12,32,25,25,-30,-10,-50,-25.8333333333333,5,16.6,9.8,80,5
2015-10-27,2015-10-27,20,22,7,59,46,35,107,199,179,20,260,110,88.3333333333333,6,7.3,4.2,60,7
2015-10-28,2015-10-28,20,22,2,30,30,21,126,75,129,10,0,90,-48.75,5,14.8,9.3,110,7
2015-10-29,2015-10-29,12,1,2,27,16,16,64,33,27,70,60,0,-22.7272727272727,5,17.3,11.2,90,7
2015-10-30,2015-10-30,16,5,6,5,2,-1,6,22,44,0,0,-110,-131.25,4,13.5,7.6,100,8
2015-10-31,2015-10-31,15,12,13,61,57,53,196,177,177,140,10,20,50,6,22.1,13,80,7
2015-11-01,2015-11-01,1,0,4,29,25,14,81,67,49,420,40,NA,201.304347826087,5,6.2,8.1,20,7
2015-11-02,2015-11-02,19,8,7,12,10,3,64,94,33,-70,40,-10,15.8823529411765,5,7.2,5.8,20,7
2015-11-03,2015-11-03,12,13,7,38,25,24,127,88,142,60,-30,-10,16.8181818181818,6,16.7,9.7,70,7
2015-11-04,2015-11-04,6,23,22,33,31,29,86,106,65,0,170,50,-10.4347826086957,6,14.8,8.3,80,6
2015-11-05,2015-11-05,2,5,6,13,13,12,26,27,49,-30,-10,50,-54.1666666666667,5,17.1,10,70,8
2015-11-06,2015-11-06,3,4,10,38,27,20,135,88,133,80,110,250,-19.1666666666667,4,19.2,10.7,80,4
2015-11-07,2015-11-07,16,11,12,25,23,22,108,100,70,40,-10,-70,-26.6666666666667,4,16.3,11,80,8
2015-11-08,2015-11-08,9,16,7,20,18,17,86,64,66,90,40,0,-1.66666666666667,3,11.7,7.4,70,8
2015-11-09,2015-11-09,7,22,23,16,13,10,59,80,65,-40,550,600,39.5652173913044,3,9.5,4.9,50,8
2015-11-10,2015-11-10,22,13,21,37,31,28,79,100,62,100,120,30,53.6363636363636,5,23.3,12.9,80,6
2015-11-11,2015-11-11,14,0,13,46,38,32,137,78,90,70,80,50,-19.5833333333333,6,25,14.7,80,5
2015-11-12,2015-11-12,0,3,1,25,16,15,69,35,35,-20,80,0,-66.5217391304348,4,21.4,13.1,80,2
2015-11-13,2015-11-13,2,3,23,22,21,21,44,55,108,110,90,-190,-91.25,4,12,7.8,80,4
2015-11-14,2015-11-14,14,6,18,25,16,9,120,144,18,40,-110,-30,6.25,5,8.8,3,30,6
2015-11-15,2015-11-15,17,11,21,42,41,33,100,118,80,180,170,180,32.0833333333333,5,20.2,11.9,80,2
2015-11-16,2015-11-16,0,22,1,16,15,14,38,105,27,10,-30,160,-85.4166666666667,4,16.2,9,80,4
2015-11-17,2015-11-17,14,13,0,67,26,-6,274,110,2,230,20,-150,-168.75,4,11.1,8,80,6
2015-11-18,2015-11-18,20,23,22,31,10,3,160,-20,-49,160,70,-30,-88.125,4,5.4,2.8,80,6
2015-11-19,2015-11-19,16,23,7,33,26,17,151,80,104,-30,40,-40,-84.2105263157895,4,13.9,8.3,70,7
2015-11-20,2015-11-20,22,21,23,56,50,41,139,107,90,110,10,-30,-36.9565217391304,5,19.2,11.3,80,3
2015-11-21,2015-11-21,22,18,13,65,43,40,151,106,113,150,30,-50,11.25,5,19.3,11.2,70,4
2015-11-22,2015-11-22,0,10,11,47,46,40,102,130,119,130,140,160,69.1666666666667,5,15.5,8.3,80,6
2015-11-23,2015-11-23,8,1,7,38,25,25,198,36,108,-40,10,-70,-103.75,5,11.2,6.5,90,5
2015-11-24,2015-11-24,19,7,0,43,39,33,121,99,80,50,-80,-60,-51.25,5,17,9.9,70,6
2015-11-25,2015-11-25,20,0,2,28,16,12,83,35,26,140,-80,-50,1.25,5,8.3,9.4,20,5
2015-11-26,2015-11-26,22,21,20,34,24,19,122,60,27,130,10,-10,-20,6,4.8,10.8,20,4
2015-11-27,2015-11-27,21,18,20,76,65,65,235,253,186,310,80,310,38.75,6,14.2,10.7,60,6
2015-11-28,2015-11-28,11,9,10,93,65,54,325,209,152,250,70,140,7.08333333333333,6,20.6,12.2,70,6
2015-11-29,2015-11-29,18,17,3,94,80,69,367,294,141,660,160,NA,221.739130434783,9,9.9,4.5,60,5
2015-11-30,2015-11-30,7,6,16,40,19,18,221,116,31,260,-170,-120,-118.636363636364,7,9.6,4.3,100,5
2015-12-01,2015-12-01,5,3,0,63,55,52,102,98,114,-80,80,-90,-82.5,5,14.6,8,70,5
2015-12-02,2015-12-02,21,22,3,30,26,25,86,109,45,-30,50,NA,-136.842105263158,5,10.1,6.7,70,5
2015-12-03,2015-12-03,23,21,2,42,38,35,179,171,76,180,160,30,40.4347826086956,4,9.4,7.8,20,2
2015-12-04,2015-12-04,22,21,13,71,47,40,281,234,170,240,310,190,80.4166666666667,4,10.5,11.1,50,4
2015-12-05,2015-12-05,21,20,14,66,51,47,332,162,184,260,140,180,-26.25,4,19,12.3,70,1
2015-12-06,2015-12-06,14,15,22,62,50,46,260,193,191,880,570,520,245.217391304348,5,6.8,6.9,10,3
2015-12-07,2015-12-07,11,10,9,62,50,40,331,322,191,360,210,-10,83.75,5,6.4,4.9,10,4
2015-12-08,2015-12-08,23,22,13,65,62,53,254,261,195,240,280,140,70.8695652173913,5,6.7,6.1,30,1
2015-12-09,2015-12-09,20,21,19,62,59,45,383,339,202,210,310,-140,60.4347826086956,5,7.8,6.7,60,1
2015-12-10,2015-12-10,10,9,16,77,62,58,440,368,351,270,30,90,45.9090909090909,6,9.8,4,20,5
2015-12-11,2015-12-11,8,23,18,57,33,19,289,113,69,-80,-130,-90,-137.5,4,9.3,6.7,60,5
2015-12-12,2015-12-12,17,22,16,49,44,37,160,114,158,-110,-170,-120,-112.083333333333,5,20.2,14.2,70,2
2015-12-13,2015-12-13,17,16,20,60,59,55,212,157,173,240,120,230,-35.8333333333333,5,17.3,12.1,70,3
2015-12-14,2015-12-14,6,16,14,76,65,62,211,358,373,90,70,-100,32.9166666666667,6,10,8,50,3
2015-12-15,2015-12-15,22,13,12,51,44,42,193,211,208,90,-40,140,12.0833333333333,6,7.3,8.7,10,5
2015-12-16,2015-12-16,16,21,6,43,36,22,206,161,59,-180,40,-70,-60.4347826086956,6,6.5,14.1,10,4
2015-12-17,2015-12-17,22,21,20,55,47,29,231,277,160,130,210,300,-7.5,6,5.3,12.7,20,5
2015-12-18,2015-12-18,13,23,22,54,40,30,211,249,157,90,300,40,-4.58333333333333,6,7.9,8.7,40,5
2015-12-19,2015-12-19,16,21,14,43,43,36,214,205,274,250,210,390,88.3333333333333,7,5.8,7.3,30,2
2015-12-20,2015-12-20,2,10,13,40,39,37,124,184,154,260,210,110,13.75,6,6.2,3.3,40,2
2015-12-21,2015-12-21,7,0,21,29,28,25,128,122,68,-120,190,-150,-100.833333333333,4,15,8.5,50,5
2015-12-22,2015-12-22,22,18,21,35,33,29,159,156,96,140,-260,-90,-159.166666666667,4,17.3,11.3,60,3
2015-12-23,2015-12-23,22,23,21,70,66,36,381,338,204,500,620,170,7.5,6,10.9,7.6,40,3
2015-12-24,2015-12-24,18,0,14,72,63,52,382,393,369,360,990,360,77.8260869565217,5,7.9,5,40,6
2015-12-25,2015-12-25,12,0,13,49,44,42,252,195,230,150,160,170,55.4166666666667,5,8.6,8.3,10,3
2015-12-26,2015-12-26,19,20,18,66,55,52,351,326,311,NA,310,190,-19.5652173913043,6,10.5,5.3,30,3
2015-12-27,2015-12-27,13,16,14,55,54,53,223,298,244,510,NA,210,70,5,8.5,4.8,30,2
2015-12-28,2015-12-28,22,23,21,51,47,40,204,185,181,110,180,40,-96.0869565217391,4,7.3,7.9,20,3
2015-12-29,2015-12-29,3,10,2,56,50,45,170,181,151,-110,-10,-50,-158.333333333333,5,15.4,10,70,4
2015-12-30,2015-12-30,9,12,19,29,25,21,131,143,190,-120,10,60,-15.6521739130435,5,8.1,6.5,20,4
2015-12-31,2015-12-31,21,9,12,35,33,23,137,136,99,120,10,120,-62.0833333333333,5,8.5,6.3,20,5
2016-01-01,2016-01-01,18,19,17,107,90,87,409,543,311,220,670,360,-13.4782608695652,9,13.3,8,80,5
2016-01-02,2016-01-02,16,8,17,28,13,13,170,67,86,-270,-120,-300,-173.75,6,6,4.3,50,4
2016-01-03,2016-01-03,15,10,11,74,61,59,302,393,372,340,970,550,61.6666666666667,5,7,4.8,40,3
2016-01-04,2016-01-04,7,0,1,46,39,35,172,124,96,-130,30,-40,-245.652173913043,4,13.2,7.5,50,5
2016-01-05,2016-01-05,16,3,6,31,30,28,151,95,117,450,100,-50,84.5833333333333,4,9.7,6.8,40,2
2016-01-06,2016-01-06,17,21,18,45,42,30,211,141,156,460,520,340,363.478260869565,6,6.3,6.5,20,5
2016-01-07,2016-01-07,22,8,6,74,31,22,268,151,86,640,300,350,236.521739130435,5,10.2,7.6,30,4
2016-01-08,2016-01-08,1,22,4,8,7,6,31,64,32,470,290,160,188.5,6,7.4,4.7,60,5
2016-01-09,2016-01-09,15,14,22,72,63,47,237,219,110,570,340,200,277.083333333333,5,18.9,12.4,70,4
2016-01-10,2016-01-10,0,16,1,52,31,29,119,84,63,270,250,270,207.916666666667,5,22.5,13.8,70,1
2016-01-11,2016-01-11,3,2,0,74,67,64,167,163,173,370,450,350,257.916666666667,5,7.5,5.9,40,4
2016-01-12,2016-01-12,19,21,22,59,46,39,274,242,146,500,720,590,388.75,4,6.4,7,20,4
2016-01-13,2016-01-13,22,21,9,59,33,23,220,143,98,520,430,150,321.739130434783,5,11.5,8.5,30,5
2016-01-14,2016-01-14,20,21,3,40,37,28,147,141,63,540,540,830,367.916666666667,5,14.3,9.4,60,3
2016-01-15,2016-01-15,21,22,6,57,53,33,222,196,93,NA,450,220,259.565217391304,4,14.2,9.9,50,0.8
2016-01-16,2016-01-16,23,17,0,46,45,37,152,277,102,320,110,270,191.666666666667,5,22.5,14.3,60,1
2016-01-17,2016-01-17,1,4,5,52,38,38,196,143,110,870,590,410,305.833333333333,5,10.4,6.6,20,6
2016-01-18,2016-01-18,17,23,22,37,25,17,180,110,90,340,300,320,276.25,5,8.5,7.3,50,4
2016-01-19,2016-01-19,11,1,0,39,36,33,173,63,82,620,470,350,371.666666666667,5,13.3,9.1,60,5
2016-01-20,2016-01-20,7,20,0,39,29,26,110,114,58,230,170,180,178.095238095238,5,25.5,16.6,70,1
2016-01-21,2016-01-21,7,3,22,66,36,33,243,87,163,200,420,260,188.695652173913,4,12.9,6.2,50,1
2016-01-22,2016-01-22,21,22,12,30,28,24,118,109,90,660,190,250,257.826086956522,3,10.5,10.4,50,1
2016-01-23,2016-01-23,16,13,14,53,52,35,408,311,303,130,130,80,185.833333333333,4,6.4,15.4,20,1
2016-01-24,2016-01-24,22,18,21,30,25,18,95,86,64,180,240,130,143.333333333333,4,8.7,17.1,20,2
2016-01-25,2016-01-25,16,15,21,105,43,35,621,212,124,580,560,320,231.25,7,7,10.7,20,6
2016-01-26,2016-01-26,22,19,21,89,71,65,516,531,386,860,610,830,355,6,7.6,4.3,20,3
2016-01-27,2016-01-27,21,20,17,88,77,64,380,320,297,760,720,460,358.695652173913,5,13.5,7.5,20,4
2016-01-28,2016-01-28,7,22,6,73,63,60,325,247,236,400,490,600,468.333333333333,5,15.5,10.3,60,2
2016-01-29,2016-01-29,21,20,22,66,58,55,353,276,296,1090,670,570,344.166666666667,4,13.1,8.8,50,5
2016-01-30,2016-01-30,23,13,21,98,67,61,283,431,218,NA,610,620,305.217391304348,5,10.1,5.5,50,5
2016-01-31,2016-01-31,13,23,18,65,64,50,259,207,199,560,710,350,300.434782608696,4,26.3,15.8,70,2
2016-02-01,2016-02-01,13,0,22,49,43,35,382,158,150,460,600,390,283.75,4,4.1,7,20,1
2016-02-02,2016-02-02,22,21,23,47,39,24,286,180,135,460,370,370,271.666666666667,4,5.4,7.1,10,2
2016-02-03,2016-02-03,7,23,22,29,29,23,131,117,87,150,230,90,262.5,4,10.6,6.9,40,4
2016-02-04,2016-02-04,18,19,17,106,103,97,579,546,550,170,230,360,326.086956521739,9,12,5.8,40,5
2016-02-05,2016-02-05,14,15,16,98,83,81,440,283,362,420,130,60,202.083333333333,6,10.9,8.7,20,7
2016-02-06,2016-02-06,18,17,15,78,66,48,414,409,266,150,20,180,136.666666666667,8,8.1,18.1,20,6
2016-02-07,2016-02-07,11,17,15,77,76,55,306,234,254,540,330,330,192.083333333333,6,5.2,9.2,20,7
2016-02-08,2016-02-08,9,8,15,80,46,39,462,302,91,510,630,20,177.826086956522,5,9.9,6.8,40,7
2016-02-09,2016-02-09,15,14,18,53,48,38,178,155,113,610,250,40,82.5,5,9.1,8.3,40,7
2016-02-10,2016-02-10,7,13,9,48,46,35,126,156,96,120,210,80,68.695652173913,5,19.6,12.6,40,3
2016-02-11,2016-02-11,0,12,13,67,66,56,208,360,290,410,660,620,298.181818181818,7,12.2,10.5,40,3
2016-02-12,2016-02-12,16,14,13,83,73,71,610,541,486,1090,820,940,738.636363636364,6,10.8,7.8,30,4
2016-02-13,2016-02-13,22,17,20,26,20,18,117,86,112,140,210,500,127.916666666667,3,8.8,6.8,200,5
2016-02-14,2016-02-14,16,21,14,53,42,41,291,182,243,520,520,310,274.583333333333,5,6.3,6.2,20,6
2016-02-15,2016-02-15,8,18,15,18,18,10,17,-9,55,70,120,320,208.333333333333,4,5.1,10.7,20,4
2016-02-16,2016-02-16,13,12,8,62,24,19,417,105,101,240,120,40,165.416666666667,4,6.3,7.7,20,4
2016-02-17,2016-02-17,19,7,21,39,27,26,239,90,112,410,150,340,150.833333333333,5,8.9,4.8,20,2
2016-02-18,2016-02-18,22,8,21,42,28,27,242,117,140,430,120,260,89.5238095238095,5,10.9,5.1,40,2
2016-02-19,2016-02-19,19,7,17,57,43,40,260,186,218,420,220,300,217.916666666667,5,11.7,6,40,1
2016-02-20,2016-02-20,19,13,14,58,39,24,510,162,120,140,700,130,173.75,6,6.4,7.9,20,6
2016-02-21,2016-02-21,10,11,15,61,61,61,154,159,182,220,NA,320,158.695652173913,6,25.7,17,70,2
2016-02-22,2016-02-22,22,7,8,40,22,17,185,78,94,100,60,50,-45.4166666666667,6,14.9,10.9,50,5
2016-02-23,2016-02-23,15,13,14,39,37,36,230,284,268,380,NA,390,259.565217391304,6,7.3,4.1,20,2
2016-02-24,2016-02-24,22,21,13,44,42,17,164,217,95,240,500,190,224.545454545455,4,3.4,9,20,4
2016-02-25,2016-02-25,21,20,16,55,43,35,214,204,171,460,460,160,196.25,4,7.5,6.7,20,4
2016-02-26,2016-02-26,22,21,11,101,44,42,528,253,171,NA,390,160,155,6,7.8,3.9,30,5
2016-02-27,2016-02-27,13,0,17,55,54,52,270,344,284,60,680,310,262.173913043478,7,10.2,4.9,20,7
2016-02-28,2016-02-28,0,1,2,2,NA,NA,24,NA,NA,90,NA,NA,90,7,7.2,5.3,20,8
2016-02-29,2016-02-29,21,20,23,21,19,-7,62,59,-8,-100,-140,-150,-126,6,11.6,9.8,40,7
2016-03-01,2016-03-01,9,11,12,73,46,43,239,134,127,40,160,320,78.3333333333333,6,22.5,15.5,70,7
2016-03-02,2016-03-02,9,10,8,78,53,52,254,182,150,160,140,80,23.0434782608696,6,18.5,11.7,60,7
2016-03-03,2016-03-03,15,7,6,27,20,17,181,82,92,200,-50,90,-47.1428571428571,5,9.6,7.2,40,8
2016-03-04,2016-03-04,2,0,8,24,17,14,79,83,63,1020,230,-10,-27.2727272727273,5,7.9,6.7,40,5
2016-03-05,2016-03-05,20,6,7,20,19,15,157,76,72,180,130,50,-52.5,5,7.9,5.6,30,5
2016-03-06,2016-03-06,11,18,13,38,23,22,317,174,131,310,440,180,163.913043478261,5,4.1,3,220,6
2016-03-07,2016-03-07,8,9,18,43,11,6,234,-89,63,160,-80,20,-124.583333333333,5,9,8.6,40,3
2016-03-08,2016-03-08,22,13,21,90,72,57,450,352,411,960,350,1030,180,5,12,9.4,40,3
2016-03-09,2016-03-09,14,1,2,33,27,26,240,196,196,460,NA,790,45.2380952380952,4,12.3,9.9,50,4
2016-03-10,2016-03-10,0,2,22,33,22,20,76,46,77,20,30,410,183.125,4,10,12,20,2
2016-03-11,2016-03-11,9,10,2,41,35,34,243,217,134,130,380,300,285.652173913043,4,5.9,6.6,20,3
2016-03-12,2016-03-12,14,15,16,98,83,79,700,554,362,400,550,340,397.083333333333,6,17.3,11.9,50,1
2016-03-13,2016-03-13,15,14,16,144,126,103,844,681,517,1660,1350,740,549.545454545455,6,19.9,11.9,50,2
2016-03-14,2016-03-14,23,22,14,37,30,20,174,149,133,540,320,470,311.764705882353,4,5.4,7.2,20,2
2016-03-15,2016-03-15,17,19,16,87,77,71,314,320,212,420,490,250,293.636363636364,6,16.7,12.5,70,2
2016-03-16,2016-03-16,1,22,2,46,46,44,103,201,84,560,320,260,150,5,24.4,14.6,60,2
2016-03-17,2016-03-17,22,5,0,72,33,32,365,82,82,740,190,240,188.260869565217,4,21.6,19,50,3
2016-03-18,2016-03-18,17,18,0,69,68,64,725,668,377,1050,900,NA,850.434782608696,6,9.5,5.4,30,3
2016-03-19,2016-03-19,9,20,10,96,60,59,931,402,698,1370,500,950,722.083333333333,6,4.8,2.7,40,4
2016-03-20,2016-03-20,19,16,15,34,33,28,75,68,52,150,190,110,127.916666666667,5,24.1,18.7,50,3
2016-03-21,2016-03-21,21,9,20,45,29,27,169,133,136,300,140,210,32.5,5,24.6,18,60,3
2016-03-22,2016-03-22,6,0,21,53,22,19,132,48,101,240,70,80,32.0833333333333,4,25.9,18.2,50,1
2016-03-23,2016-03-23,16,22,1,41,36,28,164,127,76,300,150,230,113.478260869565,5,12.8,11,40,2
2016-03-24,2016-03-24,6,23,16,38,26,25,85,137,181,50,290,180,77.5,4,12,9,70,0.9
2016-03-25,2016-03-25,13,14,18,32,31,31,111,173,241,180,300,480,198.333333333333,6,4.4,6.2,20,3
2016-03-26,2016-03-26,11,14,17,44,40,38,120,86,116,140,120,180,130.416666666667,5,8.9,7.1,70,9
2016-03-27,2016-03-27,13,14,7,64,60,50,177,202,196,430,260,250,153.571428571429,8,6,5.6,30,8
2016-03-28,2016-03-28,17,21,18,76,68,67,159,205,152,190,490,130,170.833333333333,6,15.2,9.3,60,6
2016-03-29,2016-03-29,2,0,3,90,61,56,170,147,120,NA,140,800,28.3333333333333,7,14.8,9,50,5
2016-03-30,2016-03-30,0,1,2,110,69,60,255,154,140,340,310,160,6.66666666666667,7,9.8,6.9,40,5
2016-03-31,2016-03-31,22,15,21,55,37,26,248,199,207,550,240,470,189.545454545455,8,4.6,3.3,50,5
2016-04-01,2016-04-01,16,15,3,26,14,10,102,92,2,90,190,390,-5.55555555555556,7,5.8,5.4,50,5
2016-04-02,2016-04-02,23,22,14,17,15,8,99,90,3,210,-20,40,-53.3333333333333,5,10.8,8.5,40,5
2016-04-03,2016-04-03,11,23,21,59,53,49,278,400,394,390,1150,840,362.916666666667,5,5.7,3.8,50,7
2016-04-04,2016-04-04,13,11,14,62,58,52,186,214,183,190,230,330,323.75,4,5.8,3.6,120,9
2016-04-05,2016-04-05,23,17,16,34,24,22,147,61,101,350,-20,80,-22.1739130434783,5,10,9.4,40,6
2016-04-06,2016-04-06,16,6,10,23,15,13,134,67,104,290,270,-90,53.6842105263158,4,12,10.3,70,9
2016-04-07,2016-04-07,16,6,10,51,35,34,326,221,256,350,570,480,384.090909090909,4,9.6,7.8,40,6
