type,site,year,day,1,2,3,4,5,6,7,8,9,10,11,12
ws,tun,2015,30,5.1,-999999,9.8,9,9.5,9.4,10.7,4.9,10,5.8,5.3,7.3
ws,tun,2015,31,6.6,-999999,8.8,-999999,6.8,-999999,9.5,6.5,-999999,10.7,-999999,8.3
ws,tun,2016,1,4.8,14.5,10.5,6.7,6.5,11.5,15.7,5.8,-999999,-999999,-999999,-999999
ws,tun,2016,2,4.7,11.8,9.4,5.6,8.6,11,12.1,20.2,-999999,-999999,-999999,-999999
ws,tun,2016,3,2.7,8.8,5.7,9.5,8,11.5,14.3,9.4,-999999,-999999,-999999,-999999
ws,tun,2016,4,4.1,8,4.8,10,7.7,8.1,16,6.3,-999999,-999999,-999999,-999999
ws,tun,2016,5,6.1,8.2,3.2,5.3,13.8,5.9,12.1,5.3,-999999,-999999,-999999,-999999
ws,tun,2016,6,8,10.4,5.5,9.2,10.2,5.8,6,6.5,-999999,-999999,-999999,-999999
ws,tun,2016,7,8.8,9.1,6,7.9,13,7.3,6.9,6.3,-999999,-999999,-999999,-999999
ws,tun,2016,8,5.6,6.7,8.6,9.1,12.8,8.1,7.6,6.6,-999999,-999999,-999999,-999999
ws,tun,2016,9,7.3,6,5.9,9.9,13.8,5.3,8.8,5,-999999,-999999,-999999,-999999
ws,tun,2016,10,8.9,6.1,13.8,7,6.3,7.4,6.5,4.4,-999999,-999999,-999999,-999999
ws,tun,2016,11,8.5,5.6,11.9,7.1,14.5,8,7.6,4.5,-999999,-999999,-999999,-999999
ws,tun,2016,12,12.8,8.2,6,9.6,9.5,9.4,6.1,4.3,-999999,-999999,-999999,-999999
ws,tun,2016,13,9,10,6.8,5.8,9.3,10,7.7,6.5,-999999,-999999,-999999,-999999
ws,tun,2016,14,5.7,8,9,5.7,12.9,10.6,6.8,5.5,-999999,-999999,-999999,-999999
ws,tun,2016,15,6.4,15.7,5.4,6.1,8.1,11.1,7.5,5.3,-999999,-999999,-999999,-999999
ws,tun,2016,16,9.4,10.1,3.9,11.7,9,8,9.4,6,-999999,-999999,-999999,-999999
ws,tun,2016,17,6.9,7.4,8.9,11.1,11,7.8,10.1,7.3,-999999,-999999,-999999,-999999
ws,tun,2016,18,9.3,5.8,5.2,7.8,10.1,9.9,11.5,16.1,-999999,-999999,-999999,-999999
ws,tun,2016,19,6.7,6.4,5.9,13.9,11.8,13,11.5,12.3,-999999,-999999,-999999,-999999
ws,tun,2016,20,4.8,7,12.1,8.9,10.1,10.5,10.3,6.8,-999999,-999999,-999999,-999999
ws,tun,2016,21,6.8,7.5,11,5,7.9,12.6,9.1,5.3,-999999,-999999,-999999,-999999
ws,tun,2016,22,10.2,9,12.4,7.3,6.8,7.7,7.3,7.6,-999999,-999999,-999999,-999999
ws,tun,2016,23,15.7,10.8,5.7,6.7,7.2,8.8,6.6,7,-999999,-999999,-999999,-999999
ws,tun,2016,24,\N,12.9,9.4,7,8.2,7.8,8.1,6.1,-999999,-999999,-999999,-999999
ws,tun,2016,25,9.6,8.5,7,7.3,10.3,10.9,8.5,6.8,-999999,-999999,-999999,-999999
ws,tun,2016,26,9.3,6.8,6.5,10.1,9.1,12.7,9.1,7.1,-999999,-999999,-999999,-999999
ws,tun,2016,27,6.7,7.2,7.1,6.5,17.9,10.1,11,6,-999999,-999999,-999999,-999999
ws,tun,2016,28,4.5,5.3,8.7,5,11.5,8.5,6.4,5.4,-999999,-999999,-999999,-999999
ws,tun,2016,29,4,6.3,5.6,10.7,5.6,12.5,7.7,8.3,-999999,-999999,-999999,-999999
ws,tun,2016,30,5.6,-999999,4.6,9.3,8.9,15,6.3,7.3,-999999,-999999,-999999,-999999
ws,tun,2016,31,6.8,-999999,4.8,-999999,9,-999999,7.7,5.9,-999999,-999999,-999999,-999999
wd,tun,2014,1,350,160,210,20,20,220,150,300,150,20,160,20
wd,tun,2014,2,360,150,10,210,20,220,150,160,150,10,20,20
wd,tun,2014,3,340,10,160,150,140,220,150,140,230,20,30,20
wd,tun,2014,4,10,150,20,140,140,230,140,150,10,150,20,20
wd,tun,2014,5,150,160,20,150,20,150,140,150,150,20,140,20
wd,tun,2014,6,160,210,160,20,20,150,150,150,20,20,10,20
wd,tun,2014,7,200,220,160,160,20,160,150,150,20,20,20,20
wd,tun,2014,8,20,20,20,10,20,150,20,150,130,20,20,20
wd,tun,2014,9,20,20,20,160,150,150,150,150,150,20,20,20
wd,tun,2014,10,20,20,20,160,140,150,150,220,140,20,10,10
wd,tun,2014,11,160,20,150,160,140,140,140,220,150,20,10,20
wd,tun,2014,12,350,20,180,160,150,20,150,150,20,20,20,20
wd,tun,2014,13,350,20,20,150,160,20,150,150,160,20,20,20
wd,tun,2014,14,20,20,20,140,160,20,150,160,20,20,30,10
wd,tun,2014,15,30,20,20,150,190,20,150,220,20,20,20,10
wd,tun,2014,16,20,200,10,150,150,150,150,220,130,100,20,10
wd,tun,2014,17,20,210,200,160,160,150,20,220,140,10,20,20
wd,tun,2014,18,20,350,160,150,160,150,130,220,140,110,30,30
wd,tun,2014,19,20,350,160,160,200,150,140,220,300,20,20,20
wd,tun,2014,20,20,30,20,150,180,150,150,150,10,160,20,10
wd,tun,2014,21,20,10,20,150,160,150,20,160,350,20,160,20
wd,tun,2014,22,20,10,20,160,190,160,290,160,20,20,140,30
wd,tun,2014,23,160,150,160,140,160,150,220,150,20,20,160,20
wd,tun,2014,24,150,160,160,150,150,150,220,150,20,20,160,20
wd,tun,2014,25,340,160,160,160,150,150,140,150,140,20,20,20
wd,tun,2014,26,150,200,160,140,220,150,100,10,140,10,140,20
wd,tun,2014,27,160,150,160,20,220,140,130,20,150,10,20,20
wd,tun,2014,28,160,150,160,20,220,150,150,130,150,100,160,350
wd,tun,2014,29,10,-999999,260,160,150,140,150,20,150,150,150,10
wd,tun,2014,30,160,-999999,150,10,150,140,160,160,20,160,200,350
wd,tun,2014,31,160,-999999,170,-999999,150,-999999,200,160,-999999,160,-999999,10
wd,tun,2015,1,360,20,20,150,140,150,150,150,160,20,20,10
wd,tun,2015,2,10,20,150,140,150,150,200,150,280,20,20,160
wd,tun,2015,3,170,160,150,140,150,150,150,150,160,20,20,20
wd,tun,2015,4,200,20,160,150,150,150,150,150,150,130,20,20
wd,tun,2015,5,210,20,150,150,150,170,150,150,150,130,20,10
wd,tun,2015,6,150,20,210,160,140,150,20,150,220,140,140,20
wd,tun,2015,7,20,350,10,160,150,150,20,300,20,150,140,20
wd,tun,2015,8,20,20,160,20,150,150,350,300,140,300,160,20
wd,tun,2015,9,20,20,160,20,150,150,350,300,140,20,20,20
wd,tun,2015,10,10,160,150,20,160,150,150,150,140,20,20,20
wd,tun,2015,11,20,300,20,20,150,150,300,150,150,20,140,20
wd,tun,2015,12,20,20,20,20,20,150,150,150,150,20,140,150
wd,tun,2015,13,350,160,210,10,150,150,150,150,20,100,20,160
wd,tun,2015,14,10,140,230,10,150,150,140,150,20,20,20,20
wd,tun,2015,15,20,150,150,160,150,150,150,160,100,160,140,20
wd,tun,2015,16,10,300,220,190,20,150,150,150,20,20,140,20
wd,tun,2015,17,20,220,160,160,160,230,160,150,20,20,150,20
wd,tun,2015,18,10,160,160,150,150,230,140,130,160,20,10,20
wd,tun,2015,19,30,150,160,160,160,150,20,150,150,20,150,20
wd,tun,2015,20,160,150,150,160,170,150,20,20,140,20,140,10
wd,tun,2015,21,20,220,150,20,150,140,210,20,150,20,20,350
