"year","day","type","site","variable","value"
2016,6,"ws","tun","X5",10.2
2016,7,"ws","tun","X5",13
2016,8,"ws","tun","X5",12.8
2016,9,"ws","tun","X5",13.8
2016,10,"ws","tun","X5",6.3
2016,11,"ws","tun","X5",14.5
2016,12,"ws","tun","X5",9.5
2016,13,"ws","tun","X5",9.3
2016,14,"ws","tun","X5",12.9
2016,15,"ws","tun","X5",8.1
2016,16,"ws","tun","X5",9
2016,17,"ws","tun","X5",11
2016,18,"ws","tun","X5",10.1
2016,19,"ws","tun","X5",11.8
2016,20,"ws","tun","X5",10.1
2016,21,"ws","tun","X5",7.9
2016,22,"ws","tun","X5",6.8
2016,23,"ws","tun","X5",7.2
2016,24,"ws","tun","X5",8.2
2016,25,"ws","tun","X5",10.3
2016,26,"ws","tun","X5",9.1
2016,27,"ws","tun","X5",17.9
2016,28,"ws","tun","X5",11.5
2016,29,"ws","tun","X5",5.6
2016,30,"ws","tun","X5",8.9
2016,31,"ws","tun","X5",9
2014,1,"wd","tun","X5",20
2014,2,"wd","tun","X5",20
2014,3,"wd","tun","X5",140
2014,4,"wd","tun","X5",140
2014,5,"wd","tun","X5",20
2014,6,"wd","tun","X5",20
2014,7,"wd","tun","X5",20
2014,8,"wd","tun","X5",20
2014,9,"wd","tun","X5",150
2014,10,"wd","tun","X5",140
2014,11,"wd","tun","X5",140
2014,12,"wd","tun","X5",150
2014,13,"wd","tun","X5",160
2014,14,"wd","tun","X5",160
2014,15,"wd","tun","X5",190
2014,16,"wd","tun","X5",150
2014,17,"wd","tun","X5",160
2014,18,"wd","tun","X5",160
2014,19,"wd","tun","X5",200
2014,20,"wd","tun","X5",180
2014,21,"wd","tun","X5",160
2014,22,"wd","tun","X5",190
2014,23,"wd","tun","X5",160
2014,24,"wd","tun","X5",150
2014,25,"wd","tun","X5",150
2014,26,"wd","tun","X5",220
2014,27,"wd","tun","X5",220
2014,28,"wd","tun","X5",220
2014,29,"wd","tun","X5",150
2014,30,"wd","tun","X5",150
2014,31,"wd","tun","X5",150
2015,1,"wd","tun","X5",140
2015,2,"wd","tun","X5",150
2015,3,"wd","tun","X5",150
2015,4,"wd","tun","X5",150
2015,5,"wd","tun","X5",150
2015,6,"wd","tun","X5",140
2015,7,"wd","tun","X5",150
2015,8,"wd","tun","X5",150
2015,9,"wd","tun","X5",150
2015,10,"wd","tun","X5",160
2015,11,"wd","tun","X5",150
2015,12,"wd","tun","X5",20
2015,13,"wd","tun","X5",150
2015,14,"wd","tun","X5",150
2015,15,"wd","tun","X5",150
2015,16,"wd","tun","X5",20
2015,17,"wd","tun","X5",160
2015,18,"wd","tun","X5",150
2015,19,"wd","tun","X5",160
2015,20,"wd","tun","X5",170
2015,21,"wd","tun","X5",150
2015,22,"wd","tun","X5",160
2015,23,"wd","tun","X5",160
2015,24,"wd","tun","X5",150
2015,25,"wd","tun","X5",150
2015,26,"wd","tun","X5",160
2015,27,"wd","tun","X5",150
2015,28,"wd","tun","X5",150
2015,29,"wd","tun","X5",150
2015,30,"wd","tun","X5",150
2015,31,"wd","tun","X5",150
2016,1,"wd","tun","X5",220
2016,2,"wd","tun","X5",150
2016,3,"wd","tun","X5",160
2016,4,"wd","tun","X5",150
2016,5,"wd","tun","X5",150
2016,6,"wd","tun","X5",150
2016,7,"wd","tun","X5",150
2016,8,"wd","tun","X5",150
2016,9,"wd","tun","X5",150
2016,10,"wd","tun","X5",10
2016,11,"wd","tun","X5",20
2016,12,"wd","tun","X5",160
2016,13,"wd","tun","X5",150
2016,14,"wd","tun","X5",150
2016,15,"wd","tun","X5",160
2016,16,"wd","tun","X5",350
2016,17,"wd","tun","X5",130
2016,18,"wd","tun","X5",160
2016,19,"wd","tun","X5",150
2016,20,"wd","tun","X5",140
2016,21,"wd","tun","X5",10
2016,22,"wd","tun","X5",20
2016,23,"wd","tun","X5",20
2016,24,"wd","tun","X5",150
2016,25,"wd","tun","X5",150
2016,26,"wd","tun","X5",130
2016,27,"wd","tun","X5",140
2016,28,"wd","tun","X5",160
2016,29,"wd","tun","X5",150
2016,30,"wd","tun","X5",220
2016,31,"wd","tun","X5",210
2014,1,"ws","tap","X5",5.3
2014,2,"ws","tap","X5",9.8
2014,3,"ws","tap","X5",10.9
2014,4,"ws","tap","X5",9.3
2014,5,"ws","tap","X5",9.3
2014,6,"ws","tap","X5",5.6
2014,7,"ws","tap","X5",7.4
2014,8,"ws","tap","X5",7
2014,9,"ws","tap","X5",9.4
2014,10,"ws","tap","X5",12.1
2014,11,"ws","tap","X5",10
2014,12,"ws","tap","X5",4.6
2014,13,"ws","tap","X5",6.8
2014,14,"ws","tap","X5",5.9
2014,15,"ws","tap","X5",3.9
2014,16,"ws","tap","X5",5.3
2014,17,"ws","tap","X5",7.5
2014,18,"ws","tap","X5",3.5
2014,19,"ws","tap","X5",4.7
2014,20,"ws","tap","X5",4.6
2014,21,"ws","tap","X5",5.5
2014,22,"ws","tap","X5",5.4
2014,23,"ws","tap","X5",5.8
2014,24,"ws","tap","X5",8.3
2014,25,"ws","tap","X5",5
2014,26,"ws","tap","X5",4.9
2014,27,"ws","tap","X5",5.1
2014,28,"ws","tap","X5",5.5
2014,29,"ws","tap","X5",3.8
2014,30,"ws","tap","X5",4
2014,31,"ws","tap","X5",5.7
2015,1,"ws","tap","X5",12.2
2015,2,"ws","tap","X5",8
2015,3,"ws","tap","X5",4
2015,4,"ws","tap","X5",4.9
2015,5,"ws","tap","X5",10.2
2015,6,"ws","tap","X5",11.3
2015,7,"ws","tap","X5",7.6
2015,8,"ws","tap","X5",9.8
2015,9,"ws","tap","X5",6.4
2015,10,"ws","tap","X5",15.3
2015,11,"ws","tap","X5",13
2015,12,"ws","tap","X5",\N
2015,13,"ws","tap","X5",\N
2015,14,"ws","tap","X5",\N
2015,15,"ws","tap","X5",6.9
2015,16,"ws","tap","X5",3.5
2015,17,"ws","tap","X5",4.8
2015,18,"ws","tap","X5",5.9
2015,19,"ws","tap","X5",4.5
2015,20,"ws","tap","X5",7.5
2015,21,"ws","tap","X5",\N
2015,22,"ws","tap","X5",\N
2015,23,"ws","tap","X5",\N
2015,24,"ws","tap","X5",\N
2015,25,"ws","tap","X5",\N
2015,26,"ws","tap","X5",\N
2015,27,"ws","tap","X5",\N
2015,28,"ws","tap","X5",5.7
2015,29,"ws","tap","X5",5.5
2015,30,"ws","tap","X5",6.6
2015,31,"ws","tap","X5",3.9
2016,1,"ws","tap","X5",7.5
2016,2,"ws","tap","X5",6.4
2016,3,"ws","tap","X5",6.6
2016,4,"ws","tap","X5",4.7
2016,5,"ws","tap","X5",8.3
2016,6,"ws","tap","X5",7.5
2016,7,"ws","tap","X5",7.7
2016,8,"ws","tap","X5",8.5
2016,9,"ws","tap","X5",8.2
2016,10,"ws","tap","X5",5.8
2016,11,"ws","tap","X5",14.2
2016,12,"ws","tap","X5",12.8
2016,13,"ws","tap","X5",10
2016,14,"ws","tap","X5",12.2
2016,15,"ws","tap","X5",9.3
2016,16,"ws","tap","X5",14.1
2016,17,"ws","tap","X5",14.3
2016,18,"ws","tap","X5",14.2
2016,19,"ws","tap","X5",12.1
2016,20,"ws","tap","X5",9
2016,21,"ws","tap","X5",7.2
2016,22,"ws","tap","X5",8.8
2016,23,"ws","tap","X5",6
2016,24,"ws","tap","X5",5.5
2016,25,"ws","tap","X5",8.9
2016,26,"ws","tap","X5",11
2016,27,"ws","tap","X5",15.8
2016,28,"ws","tap","X5",9.2
2016,29,"ws","tap","X5",4.3
2016,30,"ws","tap","X5",4
2016,31,"ws","tap","X5",4.5
2014,1,"wd","tap","X5",360
2014,2,"wd","tap","X5",130
2014,3,"wd","tap","X5",120
2014,4,"wd","tap","X5",120
2014,5,"wd","tap","X5",360
2014,6,"wd","tap","X5",120
2014,7,"wd","tap","X5",120
2014,8,"wd","tap","X5",130
2014,9,"wd","tap","X5",120
2014,10,"wd","tap","X5",130
2014,11,"wd","tap","X5",130
2014,12,"wd","tap","X5",120
2014,13,"wd","tap","X5",130
2014,14,"wd","tap","X5",210
2014,15,"wd","tap","X5",210
2014,16,"wd","tap","X5",160
2014,17,"wd","tap","X5",190
2014,18,"wd","tap","X5",210
2014,19,"wd","tap","X5",200
2014,20,"wd","tap","X5",20
2014,21,"wd","tap","X5",160
2014,22,"wd","tap","X5",200
2014,23,"wd","tap","X5",130
2014,24,"wd","tap","X5",130
2014,25,"wd","tap","X5",200
2014,26,"wd","tap","X5",270
2014,27,"wd","tap","X5",290
2014,28,"wd","tap","X5",210
2014,29,"wd","tap","X5",220
2014,30,"wd","tap","X5",150
2014,31,"wd","tap","X5",120
2015,1,"wd","tap","X5",130
2015,2,"wd","tap","X5",190
2015,3,"wd","tap","X5",210
2015,4,"wd","tap","X5",190
2015,5,"wd","tap","X5",120
2015,6,"wd","tap","X5",130
2015,7,"wd","tap","X5",140
2015,8,"wd","tap","X5",150
2015,9,"wd","tap","X5",210
2015,10,"wd","tap","X5",90
2015,11,"wd","tap","X5",120
2015,12,"wd","tap","X5",\N
2015,13,"wd","tap","X5",\N
2015,14,"wd","tap","X5",\N
2015,15,"wd","tap","X5",170
2015,16,"wd","tap","X5",320
2015,17,"wd","tap","X5",190
2015,18,"wd","tap","X5",190
2015,19,"wd","tap","X5",200
2015,20,"wd","tap","X5",210
2015,21,"wd","tap","X5",\N
2015,22,"wd","tap","X5",\N
2015,23,"wd","tap","X5",\N
2015,24,"wd","tap","X5",\N
2015,25,"wd","tap","X5",\N
2015,26,"wd","tap","X5",\N
2015,27,"wd","tap","X5",\N
2015,28,"wd","tap","X5",180
2015,29,"wd","tap","X5",210
2015,30,"wd","tap","X5",200
2015,31,"wd","tap","X5",120
2016,1,"wd","tap","X5",140
2016,2,"wd","tap","X5",130
2016,3,"wd","tap","X5",120
2016,4,"wd","tap","X5",130
2016,5,"wd","tap","X5",140
2016,6,"wd","tap","X5",150
2016,7,"wd","tap","X5",130
2016,8,"wd","tap","X5",120
2016,9,"wd","tap","X5",130
2016,10,"wd","tap","X5",210
2016,11,"wd","tap","X5",340
2016,12,"wd","tap","X5",120
2016,13,"wd","tap","X5",130
2016,14,"wd","tap","X5",130
2016,15,"wd","tap","X5",130
2016,16,"wd","tap","X5",340
2016,17,"wd","tap","X5",120
2016,18,"wd","tap","X5",120
2016,19,"wd","tap","X5",130
2016,20,"wd","tap","X5",120
2016,21,"wd","tap","X5",130
2016,22,"wd","tap","X5",340
2016,23,"wd","tap","X5",340
2016,24,"wd","tap","X5",120
2016,25,"wd","tap","X5",120
2016,26,"wd","tap","X5",80
2016,27,"wd","tap","X5",130
2016,28,"wd","tap","X5",180
2016,29,"wd","tap","X5",210
2016,30,"wd","tap","X5",210
2016,31,"wd","tap","X5",200
2014,1,"ws","tun","X6",8.6
2014,2,"ws","tun","X6",9.5
2014,3,"ws","tun","X6",8
2014,4,"ws","tun","X6",7.1
2014,5,"ws","tun","X6",7.5
2014,6,"ws","tun","X6",6.2
2014,7,"ws","tun","X6",7.1
2014,8,"ws","tun","X6",6.8
2014,9,"ws","tun","X6",10.2
2014,10,"ws","tun","X6",9.5
2014,11,"ws","tun","X6",7.4
2014,12,"ws","tun","X6",6.1
2014,13,"ws","tun","X6",6.8
2014,14,"ws","tun","X6",6.2
2014,15,"ws","tun","X6",6
2014,16,"ws","tun","X6",9.1
2014,17,"ws","tun","X6",8
2014,18,"ws","tun","X6",9.4
2014,19,"ws","tun","X6",10.9
2014,20,"ws","tun","X6",9.6
2014,21,"ws","tun","X6",10.1
2014,22,"ws","tun","X6",5.6
2014,23,"ws","tun","X6",6.8
2014,24,"ws","tun","X6",6.1
2014,25,"ws","tun","X6",7
2014,26,"ws","tun","X6",8.4
2014,27,"ws","tun","X6",9.5
2014,28,"ws","tun","X6",10.3
2014,29,"ws","tun","X6",7.9
2014,30,"ws","tun","X6",14.2
2014,31,"ws","tun","X6",-999999
2015,1,"ws","tun","X6",11.4
2015,2,"ws","tun","X6",12
2015,3,"ws","tun","X6",9.3
2015,4,"ws","tun","X6",9
2015,5,"ws","tun","X6",8
2015,6,"ws","tun","X6",7.2
2015,7,"ws","tun","X6",13.5
2015,8,"ws","tun","X6",9.8
2015,9,"ws","tun","X6",9.1
2015,10,"ws","tun","X6",8.8
2015,11,"ws","tun","X6",8.4
2015,12,"ws","tun","X6",7.3
2015,13,"ws","tun","X6",10.3
2015,14,"ws","tun","X6",12.9
2015,15,"ws","tun","X6",11
2015,16,"ws","tun","X6",7.8
2015,17,"ws","tun","X6",9.5
2015,18,"ws","tun","X6",8.7
2015,19,"ws","tun","X6",8.8
2015,20,"ws","tun","X6",12
2015,21,"ws","tun","X6",8.1
2015,22,"ws","tun","X6",8.9
2015,23,"ws","tun","X6",11.8
2015,24,"ws","tun","X6",12.3
2015,25,"ws","tun","X6",9.5
2015,26,"ws","tun","X6",10.7
2015,27,"ws","tun","X6",13.5
2015,28,"ws","tun","X6",9.6
2015,29,"ws","tun","X6",10.5
2015,30,"ws","tun","X6",9.4
2015,31,"ws","tun","X6",-999999
2016,1,"ws","tun","X6",11.5
2016,2,"ws","tun","X6",11
2016,3,"ws","tun","X6",11.5
2016,4,"ws","tun","X6",8.1
2016,5,"ws","tun","X6",5.9
2016,6,"ws","tun","X6",5.8
2016,7,"ws","tun","X6",7.3
2016,8,"ws","tun","X6",8.1
2016,9,"ws","tun","X6",5.3
2016,10,"ws","tun","X6",7.4
2016,11,"ws","tun","X6",8
2016,12,"ws","tun","X6",9.4
2016,13,"ws","tun","X6",10
2016,14,"ws","tun","X6",10.6
2016,15,"ws","tun","X6",11.1
2016,16,"ws","tun","X6",8
2016,17,"ws","tun","X6",7.8
2016,18,"ws","tun","X6",9.9
2016,19,"ws","tun","X6",13
2016,20,"ws","tun","X6",10.5
2016,21,"ws","tun","X6",12.6
2016,22,"ws","tun","X6",7.7
2016,23,"ws","tun","X6",8.8
2016,24,"ws","tun","X6",7.8
2016,25,"ws","tun","X6",10.9
2016,26,"ws","tun","X6",12.7
2016,27,"ws","tun","X6",10.1
2016,28,"ws","tun","X6",8.5
2016,29,"ws","tun","X6",12.5
2016,30,"ws","tun","X6",15
2016,31,"ws","tun","X6",-999999
2014,1,"wd","tun","X6",220
2014,2,"wd","tun","X6",220
2014,3,"wd","tun","X6",220
2014,4,"wd","tun","X6",230
2014,5,"wd","tun","X6",150
2014,6,"wd","tun","X6",150
2014,7,"wd","tun","X6",160
2014,8,"wd","tun","X6",150
2014,9,"wd","tun","X6",150
2014,10,"wd","tun","X6",150
2014,11,"wd","tun","X6",140
2014,12,"wd","tun","X6",20
2014,13,"wd","tun","X6",20
2014,14,"wd","tun","X6",20
2014,15,"wd","tun","X6",20
2014,16,"wd","tun","X6",150
2014,17,"wd","tun","X6",150
2014,18,"wd","tun","X6",150
2014,19,"wd","tun","X6",150
2014,20,"wd","tun","X6",150
2014,21,"wd","tun","X6",150
2014,22,"wd","tun","X6",160
2014,23,"wd","tun","X6",150
2014,24,"wd","tun","X6",150
2014,25,"wd","tun","X6",150
2014,26,"wd","tun","X6",150
2014,27,"wd","tun","X6",140
2014,28,"wd","tun","X6",150
2014,29,"wd","tun","X6",140
2014,30,"wd","tun","X6",140
2014,31,"wd","tun","X6",-999999
2015,1,"wd","tun","X6",150
2015,2,"wd","tun","X6",150
2015,3,"wd","tun","X6",150
2015,4,"wd","tun","X6",150
2015,5,"wd","tun","X6",170
2015,6,"wd","tun","X6",150
2015,7,"wd","tun","X6",150
2015,8,"wd","tun","X6",150
2015,9,"wd","tun","X6",150
2015,10,"wd","tun","X6",150
2015,11,"wd","tun","X6",150
2015,12,"wd","tun","X6",150
2015,13,"wd","tun","X6",150
2015,14,"wd","tun","X6",150
2015,15,"wd","tun","X6",150
2015,16,"wd","tun","X6",150
2015,17,"wd","tun","X6",230
2015,18,"wd","tun","X6",230
2015,19,"wd","tun","X6",150
2015,20,"wd","tun","X6",150
2015,21,"wd","tun","X6",140
2015,22,"wd","tun","X6",20
2015,23,"wd","tun","X6",150
2015,24,"wd","tun","X6",140
2015,25,"wd","tun","X6",150
2015,26,"wd","tun","X6",150
2015,27,"wd","tun","X6",150
2015,28,"wd","tun","X6",150
2015,29,"wd","tun","X6",150
2015,30,"wd","tun","X6",190
2015,31,"wd","tun","X6",-999999
2016,1,"wd","tun","X6",220
2016,2,"wd","tun","X6",200
2016,3,"wd","tun","X6",210
2016,4,"wd","tun","X6",170
2016,5,"wd","tun","X6",150
2016,6,"wd","tun","X6",20
2016,7,"wd","tun","X6",150
2016,8,"wd","tun","X6",150
2016,9,"wd","tun","X6",160
2016,10,"wd","tun","X6",160
2016,11,"wd","tun","X6",160
2016,12,"wd","tun","X6",160
2016,13,"wd","tun","X6",160
2016,14,"wd","tun","X6",200
2016,15,"wd","tun","X6",150
2016,16,"wd","tun","X6",200
2016,17,"wd","tun","X6",140
2016,18,"wd","tun","X6",150
2016,19,"wd","tun","X6",150
2016,20,"wd","tun","X6",160
2016,21,"wd","tun","X6",150
2016,22,"wd","tun","X6",140
2016,23,"wd","tun","X6",140
2016,24,"wd","tun","X6",140
2016,25,"wd","tun","X6",150
2016,26,"wd","tun","X6",150
2016,27,"wd","tun","X6",160
2016,28,"wd","tun","X6",150
2016,29,"wd","tun","X6",150
2016,30,"wd","tun","X6",150
2016,31,"wd","tun","X6",-999999
2014,1,"ws","tap","X6",3.8
2014,2,"ws","tap","X6",5.6
2014,3,"ws","tap","X6",3.3
2014,4,"ws","tap","X6",4.1
2014,5,"ws","tap","X6",3.1
2014,6,"ws","tap","X6",3.8
2014,7,"ws","tap","X6",4
2014,8,"ws","tap","X6",5.9
2014,9,"ws","tap","X6",11.8
2014,10,"ws","tap","X6",8.3
2014,11,"ws","tap","X6",10.6
2014,12,"ws","tap","X6",6.5
2014,13,"ws","tap","X6",6.2
2014,14,"ws","tap","X6",7.8
2014,15,"ws","tap","X6",9
2014,16,"ws","tap","X6",4.9
2014,17,"ws","tap","X6",5
2014,18,"ws","tap","X6",4.6
2014,19,"ws","tap","X6",4.8
2014,20,"ws","tap","X6",5.4
2014,21,"ws","tap","X6",7.5
2014,22,"ws","tap","X6",4
2014,23,"ws","tap","X6",3.8
2014,24,"ws","tap","X6",4
2014,25,"ws","tap","X6",3.5
2014,26,"ws","tap","X6",4.5
2014,27,"ws","tap","X6",6
2014,28,"ws","tap","X6",6
2014,29,"ws","tap","X6",8.9
2014,30,"ws","tap","X6",16
2014,31,"ws","tap","X6",-999999
2015,1,"ws","tap","X6",5.1
2015,2,"ws","tap","X6",6.7
2015,3,"ws","tap","X6",4.5
2015,4,"ws","tap","X6",4.1
2015,5,"ws","tap","X6",4.1
2015,6,"ws","tap","X6",4.6
2015,7,"ws","tap","X6",5.8
2015,8,"ws","tap","X6",5.5
2015,9,"ws","tap","X6",5
2015,10,"ws","tap","X6",4.2
2015,11,"ws","tap","X6",4.9
2015,12,"ws","tap","X6",4.4
2015,13,"ws","tap","X6",4.6
2015,14,"ws","tap","X6",5.6
2015,15,"ws","tap","X6",7.3
2015,16,"ws","tap","X6",4.7
2015,17,"ws","tap","X6",4.5
2015,18,"ws","tap","X6",5.1
2015,19,"ws","tap","X6",4.3
2015,20,"ws","tap","X6",6.4
2015,21,"ws","tap","X6",10.3
2015,22,"ws","tap","X6",14
2015,23,"ws","tap","X6",15.1
2015,24,"ws","tap","X6",8
2015,25,"ws","tap","X6",5.3
2015,26,"ws","tap","X6",6.2
2015,27,"ws","tap","X6",6.6
2015,28,"ws","tap","X6",5.1
2015,29,"ws","tap","X6",4.9
2015,30,"ws","tap","X6",5.2
2015,31,"ws","tap","X6",-999999
2016,1,"ws","tap","X6",5.5
2016,2,"ws","tap","X6",4.9
2016,3,"ws","tap","X6",5
2016,4,"ws","tap","X6",5.8
2016,5,"ws","tap","X6",4.5
2016,6,"ws","tap","X6",4.2
2016,7,"ws","tap","X6",4.8
2016,8,"ws","tap","X6",5.1
2016,9,"ws","tap","X6",7.1
2016,10,"ws","tap","X6",6.3
2016,11,"ws","tap","X6",2.2
2016,12,"ws","tap","X6",3.1
2016,13,"ws","tap","X6",3.3
2016,14,"ws","tap","X6",6.5
2016,15,"ws","tap","X6",6.5
2016,16,"ws","tap","X6",4.8
2016,17,"ws","tap","X6",4.4
2016,18,"ws","tap","X6",5
2016,19,"ws","tap","X6",9.3
2016,20,"ws","tap","X6",7.1
2016,21,"ws","tap","X6",4.9
2016,22,"ws","tap","X6",5
2016,23,"ws","tap","X6",6
2016,24,"ws","tap","X6",5.6
2016,25,"ws","tap","X6",6.3
2016,26,"ws","tap","X6",8
2016,27,"ws","tap","X6",8.2
2016,28,"ws","tap","X6",12.4
2016,29,"ws","tap","X6",10.1
2016,30,"ws","tap","X6",9.6
2016,31,"ws","tap","X6",-999999
2014,1,"wd","tap","X6",210
2014,2,"wd","tap","X6",290
2014,3,"wd","tap","X6",290
2014,4,"wd","tap","X6",210
2014,5,"wd","tap","X6",200
2014,6,"wd","tap","X6",200
2014,7,"wd","tap","X6",130
2014,8,"wd","tap","X6",320
2014,9,"wd","tap","X6",130
2014,10,"wd","tap","X6",130
2014,11,"wd","tap","X6",120
2014,12,"wd","tap","X6",120
2014,13,"wd","tap","X6",130
2014,14,"wd","tap","X6",340
2014,15,"wd","tap","X6",350
2014,16,"wd","tap","X6",210
2014,17,"wd","tap","X6",210
2014,18,"wd","tap","X6",210
2014,19,"wd","tap","X6",160
2014,20,"wd","tap","X6",120
2014,21,"wd","tap","X6",160
2014,22,"wd","tap","X6",140
2014,23,"wd","tap","X6",170
2014,24,"wd","tap","X6",110
2014,25,"wd","tap","X6",180
2014,26,"wd","tap","X6",130
2014,27,"wd","tap","X6",140
2014,28,"wd","tap","X6",130
2014,29,"wd","tap","X6",130
2014,30,"wd","tap","X6",130
2014,31,"wd","tap","X6",-999999
2015,1,"wd","tap","X6",170
2015,2,"wd","tap","X6",180
2015,3,"wd","tap","X6",200
2015,4,"wd","tap","X6",210
2015,5,"wd","tap","X6",290
2015,6,"wd","tap","X6",190
2015,7,"wd","tap","X6",170
2015,8,"wd","tap","X6",190
2015,9,"wd","tap","X6",210
2015,10,"wd","tap","X6",180
2015,11,"wd","tap","X6",200
2015,12,"wd","tap","X6",210
2015,13,"wd","tap","X6",190
2015,14,"wd","tap","X6",170
2015,15,"wd","tap","X6",120
2015,16,"wd","tap","X6",110
2015,17,"wd","tap","X6",210
2015,18,"wd","tap","X6",210
2015,19,"wd","tap","X6",210
2015,20,"wd","tap","X6",130
2015,21,"wd","tap","X6",110
2015,22,"wd","tap","X6",130
2015,23,"wd","tap","X6",140
2015,24,"wd","tap","X6",150
2015,25,"wd","tap","X6",170
2015,26,"wd","tap","X6",160
2015,27,"wd","tap","X6",180
2015,28,"wd","tap","X6",180
2015,29,"wd","tap","X6",200
2015,30,"wd","tap","X6",210
2015,31,"wd","tap","X6",-999999
2016,1,"wd","tap","X6",210
2016,2,"wd","tap","X6",210
2016,3,"wd","tap","X6",200
2016,4,"wd","tap","X6",210
2016,5,"wd","tap","X6",120
2016,6,"wd","tap","X6",310
2016,7,"wd","tap","X6",130
2016,8,"wd","tap","X6",140
2016,9,"wd","tap","X6",130
2016,10,"wd","tap","X6",130
2016,11,"wd","tap","X6",190
2016,12,"wd","tap","X6",210
2016,13,"wd","tap","X6",200
2016,14,"wd","tap","X6",200
2016,15,"wd","tap","X6",200
2016,16,"wd","tap","X6",200
2016,17,"wd","tap","X6",200
2016,18,"wd","tap","X6",160
2016,19,"wd","tap","X6",130
2016,20,"wd","tap","X6",130
2016,21,"wd","tap","X6",160
2016,22,"wd","tap","X6",230
2016,23,"wd","tap","X6",190
2016,24,"wd","tap","X6",140
2016,25,"wd","tap","X6",130
2016,26,"wd","tap","X6",130
2016,27,"wd","tap","X6",120
2016,28,"wd","tap","X6",130
2016,29,"wd","tap","X6",140
2016,30,"wd","tap","X6",150
2016,31,"wd","tap","X6",-999999
2014,1,"ws","tun","X7",8.9
2014,2,"ws","tun","X7",11.5
2014,3,"ws","tun","X7",8
2014,4,"ws","tun","X7",8.7
2014,5,"ws","tun","X7",10.2
2014,6,"ws","tun","X7",8.2
2014,7,"ws","tun","X7",4
2014,8,"ws","tun","X7",4.8
2014,9,"ws","tun","X7",9
2014,10,"ws","tun","X7",7.8
2014,11,"ws","tun","X7",6.7
2014,12,"ws","tun","X7",7.8
2014,13,"ws","tun","X7",8.1
2014,14,"ws","tun","X7",7.7
2014,15,"ws","tun","X7",10.1
2014,16,"ws","tun","X7",9.2
2014,17,"ws","tun","X7",7.6
2014,18,"ws","tun","X7",14.9
2014,19,"ws","tun","X7",15.5
2014,20,"ws","tun","X7",10
2014,21,"ws","tun","X7",4
2014,22,"ws","tun","X7",6.6
2014,23,"ws","tun","X7",9.4
2014,24,"ws","tun","X7",12.7
2014,25,"ws","tun","X7",8.2
2014,26,"ws","tun","X7",6.3
2014,27,"ws","tun","X7",7.5
2014,28,"ws","tun","X7",6.1
2014,29,"ws","tun","X7",8.1
2014,30,"ws","tun","X7",7
2014,31,"ws","tun","X7",6.4
2015,1,"ws","tun","X7",11.7
2015,2,"ws","tun","X7",10.5
2015,3,"ws","tun","X7",11.2
2015,4,"ws","tun","X7",12.4
2015,5,"ws","tun","X7",10.1
2015,6,"ws","tun","X7",8.2
2015,7,"ws","tun","X7",9.8
2015,8,"ws","tun","X7",10.6
2015,9,"ws","tun","X7",11.5
2015,10,"ws","tun","X7",9.3
2015,11,"ws","tun","X7",6.4
2015,12,"ws","tun","X7",6.1
2015,13,"ws","tun","X7",8.2
2015,14,"ws","tun","X7",11.3
2015,15,"ws","tun","X7",9.5
2015,16,"ws","tun","X7",7.2
2015,17,"ws","tun","X7",5
2015,18,"ws","tun","X7",7.5
2015,19,"ws","tun","X7",5.7
2015,20,"ws","tun","X7",8.1
2015,21,"ws","tun","X7",12.8
2015,22,"ws","tun","X7",8.3
2015,23,"ws","tun","X7",9.9
2015,24,"ws","tun","X7",11.1
2015,25,"ws","tun","X7",11.3
2015,26,"ws","tun","X7",14
2015,27,"ws","tun","X7",12.7
2015,28,"ws","tun","X7",11.4
2015,29,"ws","tun","X7",9.9
2015,30,"ws","tun","X7",10.7
2015,31,"ws","tun","X7",9.5
2016,1,"ws","tun","X7",15.7
2016,2,"ws","tun","X7",12.1
2016,3,"ws","tun","X7",14.3
2016,4,"ws","tun","X7",16
2016,5,"ws","tun","X7",12.1
2016,6,"ws","tun","X7",6
2016,7,"ws","tun","X7",6.9
2016,8,"ws","tun","X7",7.6
2016,9,"ws","tun","X7",8.8
2016,10,"ws","tun","X7",6.5
2016,11,"ws","tun","X7",7.6
2016,12,"ws","tun","X7",6.1
2016,13,"ws","tun","X7",7.7
2016,14,"ws","tun","X7",6.8
2016,15,"ws","tun","X7",7.5
2016,16,"ws","tun","X7",9.4
2016,17,"ws","tun","X7",10.1
2016,18,"ws","tun","X7",11.5
2016,19,"ws","tun","X7",11.5
2016,20,"ws","tun","X7",10.3
2016,21,"ws","tun","X7",9.1
2016,22,"ws","tun","X7",7.3
2016,23,"ws","tun","X7",6.6
2016,24,"ws","tun","X7",8.1
2016,25,"ws","tun","X7",8.5
2016,26,"ws","tun","X7",9.1
2016,27,"ws","tun","X7",11
2016,28,"ws","tun","X7",6.4
2016,29,"ws","tun","X7",7.7
2016,30,"ws","tun","X7",6.3
2016,31,"ws","tun","X7",7.7
2014,1,"wd","tun","X7",150
2014,2,"wd","tun","X7",150
2014,3,"wd","tun","X7",150
2014,4,"wd","tun","X7",140
2014,5,"wd","tun","X7",140
2014,6,"wd","tun","X7",150
2014,7,"wd","tun","X7",150
2014,8,"wd","tun","X7",20
2014,9,"wd","tun","X7",150
2014,10,"wd","tun","X7",150
2014,11,"wd","tun","X7",140
