"year","day","type","site","variable","value"
2015,1,"ws","tun","X3",8.7
2015,2,"ws","tun","X3",8.8
2015,3,"ws","tun","X3",8.8
2015,4,"ws","tun","X3",8.9
2015,5,"ws","tun","X3",13.8
2015,6,"ws","tun","X3",4.3
2015,7,"ws","tun","X3",5.9
2015,8,"ws","tun","X3",8
2015,9,"ws","tun","X3",4.9
2015,10,"ws","tun","X3",11.3
2015,11,"ws","tun","X3",5.8
2015,12,"ws","tun","X3",7.1
2015,13,"ws","tun","X3",6
2015,14,"ws","tun","X3",7.6
2015,15,"ws","tun","X3",8.5
2015,16,"ws","tun","X3",7.5
2015,17,"ws","tun","X3",11.3
2015,18,"ws","tun","X3",10.5
2015,19,"ws","tun","X3",7.8
2015,20,"ws","tun","X3",6.4
2015,21,"ws","tun","X3",5
2015,22,"ws","tun","X3",11.4
2015,23,"ws","tun","X3",7.1
2015,24,"ws","tun","X3",8.3
2015,25,"ws","tun","X3",5.1
2015,26,"ws","tun","X3",4.4
2015,27,"ws","tun","X3",5.4
2015,28,"ws","tun","X3",7.2
2015,29,"ws","tun","X3",8
2015,30,"ws","tun","X3",9.8
2015,31,"ws","tun","X3",8.8
2016,1,"ws","tun","X3",10.5
2016,2,"ws","tun","X3",9.4
2016,3,"ws","tun","X3",5.7
2016,4,"ws","tun","X3",4.8
2016,5,"ws","tun","X3",3.2
2016,6,"ws","tun","X3",5.5
2016,7,"ws","tun","X3",6
2016,8,"ws","tun","X3",8.6
2016,9,"ws","tun","X3",5.9
2016,10,"ws","tun","X3",13.8
2016,11,"ws","tun","X3",11.9
2016,12,"ws","tun","X3",6
2016,13,"ws","tun","X3",6.8
2016,14,"ws","tun","X3",9
2016,15,"ws","tun","X3",5.4
2016,16,"ws","tun","X3",3.9
2016,17,"ws","tun","X3",8.9
2016,18,"ws","tun","X3",5.2
2016,19,"ws","tun","X3",5.9
2016,20,"ws","tun","X3",12.1
2016,21,"ws","tun","X3",11
2016,22,"ws","tun","X3",12.4
2016,23,"ws","tun","X3",5.7
2016,24,"ws","tun","X3",9.4
2016,25,"ws","tun","X3",7
2016,26,"ws","tun","X3",6.5
2016,27,"ws","tun","X3",7.1
2016,28,"ws","tun","X3",8.7
2016,29,"ws","tun","X3",5.6
2016,30,"ws","tun","X3",4.6
2016,31,"ws","tun","X3",4.8
2014,1,"wd","tun","X3",210
2014,2,"wd","tun","X3",10
2014,3,"wd","tun","X3",160
2014,4,"wd","tun","X3",20
2014,5,"wd","tun","X3",20
2014,6,"wd","tun","X3",160
2014,7,"wd","tun","X3",160
2014,8,"wd","tun","X3",20
2014,9,"wd","tun","X3",20
2014,10,"wd","tun","X3",20
2014,11,"wd","tun","X3",150
2014,12,"wd","tun","X3",180
2014,13,"wd","tun","X3",20
2014,14,"wd","tun","X3",20
2014,15,"wd","tun","X3",20
2014,16,"wd","tun","X3",10
2014,17,"wd","tun","X3",200
2014,18,"wd","tun","X3",160
2014,19,"wd","tun","X3",160
2014,20,"wd","tun","X3",20
2014,21,"wd","tun","X3",20
2014,22,"wd","tun","X3",20
2014,23,"wd","tun","X3",160
2014,24,"wd","tun","X3",160
2014,25,"wd","tun","X3",160
2014,26,"wd","tun","X3",160
2014,27,"wd","tun","X3",160
2014,28,"wd","tun","X3",160
2014,29,"wd","tun","X3",260
2014,30,"wd","tun","X3",150
2014,31,"wd","tun","X3",170
2015,1,"wd","tun","X3",20
2015,2,"wd","tun","X3",150
2015,3,"wd","tun","X3",150
2015,4,"wd","tun","X3",160
2015,5,"wd","tun","X3",150
2015,6,"wd","tun","X3",210
2015,7,"wd","tun","X3",10
2015,8,"wd","tun","X3",160
2015,9,"wd","tun","X3",160
2015,10,"wd","tun","X3",150
2015,11,"wd","tun","X3",20
2015,12,"wd","tun","X3",20
2015,13,"wd","tun","X3",210
2015,14,"wd","tun","X3",230
2015,15,"wd","tun","X3",150
2015,16,"wd","tun","X3",220
2015,17,"wd","tun","X3",160
2015,18,"wd","tun","X3",160
2015,19,"wd","tun","X3",160
2015,20,"wd","tun","X3",150
2015,21,"wd","tun","X3",150
2015,22,"wd","tun","X3",140
2015,23,"wd","tun","X3",150
2015,24,"wd","tun","X3",150
2015,25,"wd","tun","X3",20
2015,26,"wd","tun","X3",20
2015,27,"wd","tun","X3",20
2015,28,"wd","tun","X3",170
2015,29,"wd","tun","X3",160
2015,30,"wd","tun","X3",160
2015,31,"wd","tun","X3",150
2016,1,"wd","tun","X3",160
2016,2,"wd","tun","X3",160
2016,3,"wd","tun","X3",160
2016,4,"wd","tun","X3",160
2016,5,"wd","tun","X3",210
2016,6,"wd","tun","X3",160
2016,7,"wd","tun","X3",150
2016,8,"wd","tun","X3",150
2016,9,"wd","tun","X3",210
2016,10,"wd","tun","X3",20
2016,11,"wd","tun","X3",20
2016,12,"wd","tun","X3",10
2016,13,"wd","tun","X3",220
2016,14,"wd","tun","X3",30
2016,15,"wd","tun","X3",20
2016,16,"wd","tun","X3",10
2016,17,"wd","tun","X3",200
2016,18,"wd","tun","X3",260
2016,19,"wd","tun","X3",150
2016,20,"wd","tun","X3",150
2016,21,"wd","tun","X3",150
2016,22,"wd","tun","X3",160
2016,23,"wd","tun","X3",220
2016,24,"wd","tun","X3",20
2016,25,"wd","tun","X3",20
2016,26,"wd","tun","X3",160
2016,27,"wd","tun","X3",10
2016,28,"wd","tun","X3",20
2016,29,"wd","tun","X3",10
2016,30,"wd","tun","X3",200
2016,31,"wd","tun","X3",150
2014,1,"ws","tap","X3",4
2014,2,"ws","tap","X3",6.5
2014,3,"ws","tap","X3",15.2
2014,4,"ws","tap","X3",6.1
2014,5,"ws","tap","X3",10.5
2014,6,"ws","tap","X3",17.8
2014,7,"ws","tap","X3",16.1
2014,8,"ws","tap","X3",9
2014,9,"ws","tap","X3",9
2014,10,"ws","tap","X3",9.8
2014,11,"ws","tap","X3",14.5
2014,12,"ws","tap","X3",5.9
2014,13,"ws","tap","X3",8.3
2014,14,"ws","tap","X3",7.7
2014,15,"ws","tap","X3",6.3
2014,16,"ws","tap","X3",3.8
2014,17,"ws","tap","X3",3.3
2014,18,"ws","tap","X3",5.2
2014,19,"ws","tap","X3",5.2
2014,20,"ws","tap","X3",7.6
2014,21,"ws","tap","X3",10.8
2014,22,"ws","tap","X3",9.2
2014,23,"ws","tap","X3",11
2014,24,"ws","tap","X3",8.9
2014,25,"ws","tap","X3",4.7
2014,26,"ws","tap","X3",4.5
2014,27,"ws","tap","X3",7.2
2014,28,"ws","tap","X3",5.4
2014,29,"ws","tap","X3",4.4
2014,30,"ws","tap","X3",8.7
2014,31,"ws","tap","X3",8
2015,1,"ws","tap","X3",10.7
2015,2,"ws","tap","X3",10.8
2015,3,"ws","tap","X3",6.6
2015,4,"ws","tap","X3",11.8
2015,5,"ws","tap","X3",20
2015,6,"ws","tap","X3",5.8
2015,7,"ws","tap","X3",4.5
2015,8,"ws","tap","X3",9.5
2015,9,"ws","tap","X3",5.5
2015,10,"ws","tap","X3",16
2015,11,"ws","tap","X3",9.8
2015,12,"ws","tap","X3",5.9
2015,13,"ws","tap","X3",8.8
2015,14,"ws","tap","X3",2.9
2015,15,"ws","tap","X3",6
2015,16,"ws","tap","X3",5.8
2015,17,"ws","tap","X3",10.3
2015,18,"ws","tap","X3",6.6
2015,19,"ws","tap","X3",5.3
2015,20,"ws","tap","X3",6.1
2015,21,"ws","tap","X3",4.6
2015,22,"ws","tap","X3",10.9
2015,23,"ws","tap","X3",12.1
2015,24,"ws","tap","X3",14.1
2015,25,"ws","tap","X3",7.9
2015,26,"ws","tap","X3",5
2015,27,"ws","tap","X3",3.7
2015,28,"ws","tap","X3",7.3
2015,29,"ws","tap","X3",6.1
2015,30,"ws","tap","X3",8.2
2015,31,"ws","tap","X3",6
2016,1,"ws","tap","X3",13.9
2016,2,"ws","tap","X3",11
2016,3,"ws","tap","X3",4.9
2016,4,"ws","tap","X3",3.3
2016,5,"ws","tap","X3",2.1
2016,6,"ws","tap","X3",3.3
2016,7,"ws","tap","X3",4.3
2016,8,"ws","tap","X3",3.8
2016,9,"ws","tap","X3",7.4
2016,10,"ws","tap","X3",15.3
2016,11,"ws","tap","X3",13.7
2016,12,"ws","tap","X3",8.4
2016,13,"ws","tap","X3",10
2016,14,"ws","tap","X3",10.8
2016,15,"ws","tap","X3",7.5
2016,16,"ws","tap","X3",9.9
2016,17,"ws","tap","X3",10.5
2016,18,"ws","tap","X3",0.6
2016,19,"ws","tap","X3",2.5
2016,20,"ws","tap","X3",19.4
2016,21,"ws","tap","X3",15.1
2016,22,"ws","tap","X3",16.6
2016,23,"ws","tap","X3",5
2016,24,"ws","tap","X3",9.5
2016,25,"ws","tap","X3",8.3
2016,26,"ws","tap","X3",6
2016,27,"ws","tap","X3",7.1
2016,28,"ws","tap","X3",9.5
2016,29,"ws","tap","X3",3.6
2016,30,"ws","tap","X3",3.2
2016,31,"ws","tap","X3",5
2014,1,"wd","tap","X3",130
2014,2,"wd","tap","X3",120
2014,3,"wd","tap","X3",130
2014,4,"wd","tap","X3",140
2014,5,"wd","tap","X3",350
2014,6,"wd","tap","X3",130
2014,7,"wd","tap","X3",130
2014,8,"wd","tap","X3",130
2014,9,"wd","tap","X3",350
2014,10,"wd","tap","X3",120
2014,11,"wd","tap","X3",130
2014,12,"wd","tap","X3",140
2014,13,"wd","tap","X3",340
2014,14,"wd","tap","X3",360
2014,15,"wd","tap","X3",130
2014,16,"wd","tap","X3",140
2014,17,"wd","tap","X3",120
2014,18,"wd","tap","X3",130
2014,19,"wd","tap","X3",120
2014,20,"wd","tap","X3",280
2014,21,"wd","tap","X3",360
2014,22,"wd","tap","X3",120
2014,23,"wd","tap","X3",130
2014,24,"wd","tap","X3",130
2014,25,"wd","tap","X3",120
2014,26,"wd","tap","X3",120
2014,27,"wd","tap","X3",130
2014,28,"wd","tap","X3",140
2014,29,"wd","tap","X3",120
2014,30,"wd","tap","X3",130
2014,31,"wd","tap","X3",130
2015,1,"wd","tap","X3",350
2015,2,"wd","tap","X3",120
2015,3,"wd","tap","X3",130
2015,4,"wd","tap","X3",130
2015,5,"wd","tap","X3",130
2015,6,"wd","tap","X3",140
2015,7,"wd","tap","X3",130
2015,8,"wd","tap","X3",140
2015,9,"wd","tap","X3",120
2015,10,"wd","tap","X3",120
2015,11,"wd","tap","X3",130
2015,12,"wd","tap","X3",350
2015,13,"wd","tap","X3",140
2015,14,"wd","tap","X3",290
2015,15,"wd","tap","X3",150
2015,16,"wd","tap","X3",140
2015,17,"wd","tap","X3",140
2015,18,"wd","tap","X3",140
2015,19,"wd","tap","X3",120
2015,20,"wd","tap","X3",130
2015,21,"wd","tap","X3",130
2015,22,"wd","tap","X3",130
2015,23,"wd","tap","X3",130
2015,24,"wd","tap","X3",120
2015,25,"wd","tap","X3",120
2015,26,"wd","tap","X3",120
2015,27,"wd","tap","X3",340
2015,28,"wd","tap","X3",130
2015,29,"wd","tap","X3",130
2015,30,"wd","tap","X3",140
2015,31,"wd","tap","X3",130
2016,1,"wd","tap","X3",130
2016,2,"wd","tap","X3",120
2016,3,"wd","tap","X3",120
2016,4,"wd","tap","X3",130
2016,5,"wd","tap","X3",110
2016,6,"wd","tap","X3",120
2016,7,"wd","tap","X3",150
2016,8,"wd","tap","X3",140
2016,9,"wd","tap","X3",130
2016,10,"wd","tap","X3",350
2016,11,"wd","tap","X3",350
2016,12,"wd","tap","X3",130
2016,13,"wd","tap","X3",140
2016,14,"wd","tap","X3",340
2016,15,"wd","tap","X3",120
2016,16,"wd","tap","X3",130
2016,17,"wd","tap","X3",140
2016,18,"wd","tap","X3",200
2016,19,"wd","tap","X3",120
2016,20,"wd","tap","X3",130
2016,21,"wd","tap","X3",140
2016,22,"wd","tap","X3",130
2016,23,"wd","tap","X3",140
2016,24,"wd","tap","X3",350
2016,25,"wd","tap","X3",350
2016,26,"wd","tap","X3",130
2016,27,"wd","tap","X3",30
2016,28,"wd","tap","X3",120
2016,29,"wd","tap","X3",130
2016,30,"wd","tap","X3",120
2016,31,"wd","tap","X3",110
2014,1,"ws","tun","X4",5.3
2014,2,"ws","tun","X4",7.6
2014,3,"ws","tun","X4",6.5
2014,4,"ws","tun","X4",10.5
2014,5,"ws","tun","X4",8.7
2014,6,"ws","tun","X4",7.3
2014,7,"ws","tun","X4",5.8
2014,8,"ws","tun","X4",3.4
2014,9,"ws","tun","X4",6.4
2014,10,"ws","tun","X4",7.8
2014,11,"ws","tun","X4",8.3
2014,12,"ws","tun","X4",9.1
2014,13,"ws","tun","X4",5.3
2014,14,"ws","tun","X4",10.6
2014,15,"ws","tun","X4",12.3
2014,16,"ws","tun","X4",10.1
2014,17,"ws","tun","X4",9.1
2014,18,"ws","tun","X4",9
2014,19,"ws","tun","X4",8.8
2014,20,"ws","tun","X4",4.8
2014,21,"ws","tun","X4",11.2
2014,22,"ws","tun","X4",4.6
2014,23,"ws","tun","X4",12.5
2014,24,"ws","tun","X4",13.9
2014,25,"ws","tun","X4",11.2
2014,26,"ws","tun","X4",9.7
2014,27,"ws","tun","X4",7.1
2014,28,"ws","tun","X4",7.8
2014,29,"ws","tun","X4",7.6
2014,30,"ws","tun","X4",5.1
2014,31,"ws","tun","X4",-999999
2015,1,"ws","tun","X4",11.8
2015,2,"ws","tun","X4",15.8
2015,3,"ws","tun","X4",15
2015,4,"ws","tun","X4",15
2015,5,"ws","tun","X4",10.9
2015,6,"ws","tun","X4",6.6
2015,7,"ws","tun","X4",6.7
2015,8,"ws","tun","X4",14.9
2015,9,"ws","tun","X4",10
2015,10,"ws","tun","X4",11.6
2015,11,"ws","tun","X4",9
2015,12,"ws","tun","X4",5.2
2015,13,"ws","tun","X4",5.6
2015,14,"ws","tun","X4",7.3
2015,15,"ws","tun","X4",8.2
2015,16,"ws","tun","X4",6.6
2015,17,"ws","tun","X4",12.5
2015,18,"ws","tun","X4",14.6
2015,19,"ws","tun","X4",13.1
2015,20,"ws","tun","X4",10
2015,21,"ws","tun","X4",8.6
2015,22,"ws","tun","X4",8.9
2015,23,"ws","tun","X4",3.3
2015,24,"ws","tun","X4",4.9
2015,25,"ws","tun","X4",8.8
2015,26,"ws","tun","X4",11.6
2015,27,"ws","tun","X4",7.8
2015,28,"ws","tun","X4",6.5
2015,29,"ws","tun","X4",7.1
2015,30,"ws","tun","X4",9
2015,31,"ws","tun","X4",-999999
2016,1,"ws","tun","X4",6.7
2016,2,"ws","tun","X4",5.6
2016,3,"ws","tun","X4",9.5
2016,4,"ws","tun","X4",10
2016,5,"ws","tun","X4",5.3
2016,6,"ws","tun","X4",9.2
2016,7,"ws","tun","X4",7.9
2016,8,"ws","tun","X4",9.1
2016,9,"ws","tun","X4",9.9
2016,10,"ws","tun","X4",7
2016,11,"ws","tun","X4",7.1
2016,12,"ws","tun","X4",9.6
2016,13,"ws","tun","X4",5.8
2016,14,"ws","tun","X4",5.7
2016,15,"ws","tun","X4",6.1
2016,16,"ws","tun","X4",11.7
2016,17,"ws","tun","X4",11.1
2016,18,"ws","tun","X4",7.8
2016,19,"ws","tun","X4",13.9
2016,20,"ws","tun","X4",8.9
2016,21,"ws","tun","X4",5
2016,22,"ws","tun","X4",7.3
2016,23,"ws","tun","X4",6.7
2016,24,"ws","tun","X4",7
2016,25,"ws","tun","X4",7.3
2016,26,"ws","tun","X4",10.1
2016,27,"ws","tun","X4",6.5
2016,28,"ws","tun","X4",5
2016,29,"ws","tun","X4",10.7
2016,30,"ws","tun","X4",9.3
2016,31,"ws","tun","X4",-999999
2014,1,"wd","tun","X4",20
2014,2,"wd","tun","X4",210
2014,3,"wd","tun","X4",150
2014,4,"wd","tun","X4",140
2014,5,"wd","tun","X4",150
2014,6,"wd","tun","X4",20
2014,7,"wd","tun","X4",160
2014,8,"wd","tun","X4",10
2014,9,"wd","tun","X4",160
2014,10,"wd","tun","X4",160
2014,11,"wd","tun","X4",160
2014,12,"wd","tun","X4",160
2014,13,"wd","tun","X4",150
2014,14,"wd","tun","X4",140
2014,15,"wd","tun","X4",150
2014,16,"wd","tun","X4",150
2014,17,"wd","tun","X4",160
2014,18,"wd","tun","X4",150
2014,19,"wd","tun","X4",160
2014,20,"wd","tun","X4",150
2014,21,"wd","tun","X4",150
2014,22,"wd","tun","X4",160
2014,23,"wd","tun","X4",140
2014,24,"wd","tun","X4",150
2014,25,"wd","tun","X4",160
2014,26,"wd","tun","X4",140
2014,27,"wd","tun","X4",20
2014,28,"wd","tun","X4",20
2014,29,"wd","tun","X4",160
2014,30,"wd","tun","X4",10
2014,31,"wd","tun","X4",-999999
2015,1,"wd","tun","X4",150
2015,2,"wd","tun","X4",140
2015,3,"wd","tun","X4",140
2015,4,"wd","tun","X4",150
2015,5,"wd","tun","X4",150
2015,6,"wd","tun","X4",160
2015,7,"wd","tun","X4",160
2015,8,"wd","tun","X4",20
2015,9,"wd","tun","X4",20
2015,10,"wd","tun","X4",20
2015,11,"wd","tun","X4",20
2015,12,"wd","tun","X4",20
2015,13,"wd","tun","X4",10
2015,14,"wd","tun","X4",10
2015,15,"wd","tun","X4",160
2015,16,"wd","tun","X4",190
2015,17,"wd","tun","X4",160
2015,18,"wd","tun","X4",150
2015,19,"wd","tun","X4",160
2015,20,"wd","tun","X4",160
2015,21,"wd","tun","X4",20
2015,22,"wd","tun","X4",20
2015,23,"wd","tun","X4",20
2015,24,"wd","tun","X4",160
2015,25,"wd","tun","X4",150
2015,26,"wd","tun","X4",160
2015,27,"wd","tun","X4",170
2015,28,"wd","tun","X4",160
2015,29,"wd","tun","X4",160
2015,30,"wd","tun","X4",140
2015,31,"wd","tun","X4",-999999
2016,1,"wd","tun","X4",150
2016,2,"wd","tun","X4",220
2016,3,"wd","tun","X4",150
2016,4,"wd","tun","X4",150
2016,5,"wd","tun","X4",160
2016,6,"wd","tun","X4",160
2016,7,"wd","tun","X4",150
2016,8,"wd","tun","X4",160
2016,9,"wd","tun","X4",160
2016,10,"wd","tun","X4",160
2016,11,"wd","tun","X4",10
2016,12,"wd","tun","X4",160
2016,13,"wd","tun","X4",150
2016,14,"wd","tun","X4",250
2016,15,"wd","tun","X4",260
2016,16,"wd","tun","X4",160
2016,17,"wd","tun","X4",150
2016,18,"wd","tun","X4",150
2016,19,"wd","tun","X4",150
2016,20,"wd","tun","X4",160
2016,21,"wd","tun","X4",170
2016,22,"wd","tun","X4",160
2016,23,"wd","tun","X4",160
2016,24,"wd","tun","X4",150
2016,25,"wd","tun","X4",150
2016,26,"wd","tun","X4",160
2016,27,"wd","tun","X4",150
2016,28,"wd","tun","X4",20
2016,29,"wd","tun","X4",140
2016,30,"wd","tun","X4",160
2016,31,"wd","tun","X4",-999999
2014,1,"ws","tap","X4",3.4
2014,2,"ws","tap","X4",8.8
2014,3,"ws","tap","X4",4.3
2014,4,"ws","tap","X4",10.4
2014,5,"ws","tap","X4",6
2014,6,"ws","tap","X4",6.4
2014,7,"ws","tap","X4",12.3
2014,8,"ws","tap","X4",3.5
2014,9,"ws","tap","X4",5.7
2014,10,"ws","tap","X4",10.2
2014,11,"ws","tap","X4",8
2014,12,"ws","tap","X4",5.2
2014,13,"ws","tap","X4",3.7
2014,14,"ws","tap","X4",14.1
2014,15,"ws","tap","X4",15.6
2014,16,"ws","tap","X4",7.1
2014,17,"ws","tap","X4",5.5
2014,18,"ws","tap","X4",5.8
2014,19,"ws","tap","X4",4.9
2014,20,"ws","tap","X4",3.5
2014,21,"ws","tap","X4",7.7
2014,22,"ws","tap","X4",3.6
2014,23,"ws","tap","X4",11.7
2014,24,"ws","tap","X4",12.7
2014,25,"ws","tap","X4",9.8
2014,26,"ws","tap","X4",5.6
2014,27,"ws","tap","X4",5.4
2014,28,"ws","tap","X4",10.3
2014,29,"ws","tap","X4",8.4
2014,30,"ws","tap","X4",5.8
2014,31,"ws","tap","X4",-999999
2015,1,"ws","tap","X4",8
2015,2,"ws","tap","X4",8.4
2015,3,"ws","tap","X4",10
2015,4,"ws","tap","X4",9.4
2015,5,"ws","tap","X4",7
2015,6,"ws","tap","X4",5
2015,7,"ws","tap","X4",11.1
2015,8,"ws","tap","X4",14.3
2015,9,"ws","tap","X4",8.8
2015,10,"ws","tap","X4",11.7
2015,11,"ws","tap","X4",8.6
2015,12,"ws","tap","X4",7.4
2015,13,"ws","tap","X4",8.5
2015,14,"ws","tap","X4",5.3
2015,15,"ws","tap","X4",6.3
2015,16,"ws","tap","X4",4.3
2015,17,"ws","tap","X4",9.6
2015,18,"ws","tap","X4",8.4
2015,19,"ws","tap","X4",7.7
2015,20,"ws","tap","X4",6
2015,21,"ws","tap","X4",11.5
2015,22,"ws","tap","X4",9.8
2015,23,"ws","tap","X4",5
2015,24,"ws","tap","X4",5.8
2015,25,"ws","tap","X4",11
2015,26,"ws","tap","X4",11.6
2015,27,"ws","tap","X4",7.3
2015,28,"ws","tap","X4",4.6
2015,29,"ws","tap","X4",4.6
2015,30,"ws","tap","X4",7.7
2015,31,"ws","tap","X4",-999999
2016,1,"ws","tap","X4",7.9
2016,2,"ws","tap","X4",4
2016,3,"ws","tap","X4",4.4
2016,4,"ws","tap","X4",6.7
2016,5,"ws","tap","X4",6.9
2016,6,"ws","tap","X4",6.6
2016,7,"ws","tap","X4",5.3
2016,8,"ws","tap","X4",5
2016,9,"ws","tap","X4",5.5
2016,10,"ws","tap","X4",6
2016,11,"ws","tap","X4",9.1
2016,12,"ws","tap","X4",13.6
2016,13,"ws","tap","X4",5.2
2016,14,"ws","tap","X4",3.5
2016,15,"ws","tap","X4",10.5
2016,16,"ws","tap","X4",9.4
2016,17,"ws","tap","X4",6.2
2016,18,"ws","tap","X4",8.8
2016,19,"ws","tap","X4",18.6
2016,20,"ws","tap","X4",10
2016,21,"ws","tap","X4",4.2
2016,22,"ws","tap","X4",4.5
2016,23,"ws","tap","X4",4.2
2016,24,"ws","tap","X4",5
2016,25,"ws","tap","X4",4.3
2016,26,"ws","tap","X4",7.4
2016,27,"ws","tap","X4",3.7
2016,28,"ws","tap","X4",6.8
2016,29,"ws","tap","X4",12.5
2016,30,"ws","tap","X4",11.8
2016,31,"ws","tap","X4",-999999
2014,1,"wd","tap","X4",130
2014,2,"wd","tap","X4",140
2014,3,"wd","tap","X4",130
2014,4,"wd","tap","X4",130
2014,5,"wd","tap","X4",130
2014,6,"wd","tap","X4",80
2014,7,"wd","tap","X4",140
2014,8,"wd","tap","X4",140
2014,9,"wd","tap","X4",130
2014,10,"wd","tap","X4",130
2014,11,"wd","tap","X4",140
2014,12,"wd","tap","X4",120
2014,13,"wd","tap","X4",120
2014,14,"wd","tap","X4",130
2014,15,"wd","tap","X4",130
2014,16,"wd","tap","X4",140
2014,17,"wd","tap","X4",130
2014,18,"wd","tap","X4",120
2014,19,"wd","tap","X4",120
2014,20,"wd","tap","X4",110
2014,21,"wd","tap","X4",110
2014,22,"wd","tap","X4",110
2014,23,"wd","tap","X4",110
2014,24,"wd","tap","X4",120
2014,25,"wd","tap","X4",140
2014,26,"wd","tap","X4",140
2014,27,"wd","tap","X4",340
2014,28,"wd","tap","X4",350
2014,29,"wd","tap","X4",120
2014,30,"wd","tap","X4",140
2014,31,"wd","tap","X4",-999999
2015,1,"wd","tap","X4",130
2015,2,"wd","tap","X4",140
2015,3,"wd","tap","X4",140
2015,4,"wd","tap","X4",130
2015,5,"wd","tap","X4",120
2015,6,"wd","tap","X4",130
2015,7,"wd","tap","X4",140
2015,8,"wd","tap","X4",360
2015,9,"wd","tap","X4",350
2015,10,"wd","tap","X4",350
2015,11,"wd","tap","X4",350
2015,12,"wd","tap","X4",350
2015,13,"wd","tap","X4",330
2015,14,"wd","tap","X4",340
2015,15,"wd","tap","X4",250
2015,16,"wd","tap","X4",120
2015,17,"wd","tap","X4",130
2015,18,"wd","tap","X4",130
2015,19,"wd","tap","X4",140
2015,20,"wd","tap","X4",130
2015,21,"wd","tap","X4",350
2015,22,"wd","tap","X4",130
2015,23,"wd","tap","X4",140
2015,24,"wd","tap","X4",130
2015,25,"wd","tap","X4",130
2015,26,"wd","tap","X4",130
2015,27,"wd","tap","X4",120
2015,28,"wd","tap","X4",230
2015,29,"wd","tap","X4",200
2015,30,"wd","tap","X4",120
2015,31,"wd","tap","X4",-999999
2016,1,"wd","tap","X4",110
2016,2,"wd","tap","X4",140
2016,3,"wd","tap","X4",120
2016,4,"wd","tap","X4",120
2016,5,"wd","tap","X4",140
2016,6,"wd","tap","X4",140
2016,7,"wd","tap","X4",130
2016,8,"wd","tap","X4",120
2016,9,"wd","tap","X4",140
2016,10,"wd","tap","X4",150
2016,11,"wd","tap","X4",130
2016,12,"wd","tap","X4",130
2016,13,"wd","tap","X4",140
2016,14,"wd","tap","X4",140
2016,15,"wd","tap","X4",140
2016,16,"wd","tap","X4",130
2016,17,"wd","tap","X4",130
2016,18,"wd","tap","X4",350
2016,19,"wd","tap","X4",130
2016,20,"wd","tap","X4",130
2016,21,"wd","tap","X4",110
2016,22,"wd","tap","X4",110
2016,23,"wd","tap","X4",110
2016,24,"wd","tap","X4",110
2016,25,"wd","tap","X4",100
2016,26,"wd","tap","X4",160
2016,27,"wd","tap","X4",110
2016,28,"wd","tap","X4",350
2016,29,"wd","tap","X4",120
2016,30,"wd","tap","X4",130
2016,31,"wd","tap","X4",-999999
2014,1,"ws","tun","X5",4.9
2014,2,"ws","tun","X5",6
2014,3,"ws","tun","X5",9.3
2014,4,"ws","tun","X5",8.3
2014,5,"ws","tun","X5",10.3
2014,6,"ws","tun","X5",4.5
2014,7,"ws","tun","X5",5.1
2014,8,"ws","tun","X5",8.2
2014,9,"ws","tun","X5",9.5
2014,10,"ws","tun","X5",15
2014,11,"ws","tun","X5",9.7
2014,12,"ws","tun","X5",6.8
2014,13,"ws","tun","X5",9.2
2014,14,"ws","tun","X5",10.6
2014,15,"ws","tun","X5",9.3
2014,16,"ws","tun","X5",8.7
2014,17,"ws","tun","X5",9.6
2014,18,"ws","tun","X5",7.9
2014,19,"ws","tun","X5",8.5
2014,20,"ws","tun","X5",7.8
2014,21,"ws","tun","X5",11.3
2014,22,"ws","tun","X5",11.2
2014,23,"ws","tun","X5",7.4
2014,24,"ws","tun","X5",10.5
2014,25,"ws","tun","X5",8.3
2014,26,"ws","tun","X5",6.7
2014,27,"ws","tun","X5",6.6
2014,28,"ws","tun","X5",8.9
2014,29,"ws","tun","X5",9.3
2014,30,"ws","tun","X5",8.7
2014,31,"ws","tun","X5",9.4
2015,1,"ws","tun","X5",14.5
2015,2,"ws","tun","X5",12.7
2015,3,"ws","tun","X5",9.9
2015,4,"ws","tun","X5",10.7
2015,5,"ws","tun","X5",12.6
2015,6,"ws","tun","X5",13.3
2015,7,"ws","tun","X5",12.3
2015,8,"ws","tun","X5",14.7
2015,9,"ws","tun","X5",10.3
2015,10,"ws","tun","X5",8.7
2015,11,"ws","tun","X5",9.9
2015,12,"ws","tun","X5",8.8
2015,13,"ws","tun","X5",11.9
2015,14,"ws","tun","X5",12
2015,15,"ws","tun","X5",13.4
2015,16,"ws","tun","X5",6.3
2015,17,"ws","tun","X5",8.2
2015,18,"ws","tun","X5",10.7
2015,19,"ws","tun","X5",9.3
2015,20,"ws","tun","X5",8.9
2015,21,"ws","tun","X5",10.6
2015,22,"ws","tun","X5",10.6
2015,23,"ws","tun","X5",5.7
2015,24,"ws","tun","X5",4.1
2015,25,"ws","tun","X5",7.8
2015,26,"ws","tun","X5",7.5
2015,27,"ws","tun","X5",9.2
2015,28,"ws","tun","X5",9.5
2015,29,"ws","tun","X5",9.6
2015,30,"ws","tun","X5",9.5
2015,31,"ws","tun","X5",6.8
2016,1,"ws","tun","X5",6.5
2016,2,"ws","tun","X5",8.6
2016,3,"ws","tun","X5",8
2016,4,"ws","tun","X5",7.7
2016,5,"ws","tun","X5",13.8
