"site","date","o3_ug","no2_ug","nox_ug","so2_ug","rsp","fsp","co_ug"
"MB_HK",2014-05-01,54.0839580209895,9.54328358208955,17.5686567164179,9.3204172876304,22.9235474006116,12.9896907216495,571.877794336811
"MB_HK",2014-06-01,54.8054755043228,8.40836940836941,14.9422799422799,8.87319884726225,24.8233333333333,14.751048951049,556.637168141593
"MB_HK",2014-07-01,50.2669432918396,8.69103448275862,11.3103448275862,10.232462173315,20.8005578800558,14.8002717391304,645.873452544704
"MB_HK",2014-08-01,38.5263870094723,9.60487144790257,13.7889039242219,11.0338294993234,16.3382749326146,11.0976933514247,545.886332882273
"MB_HK",2014-09-01,68.4417613636364,8.59656652360515,11.8140200286123,7.10099573257468,33.2281976744186,23.2453371592539,595.078014184397
"MB_HK",2014-10-01,109.961904761905,9.34149659863946,14.9020408163265,6.73270013568521,60.8544474393531,32.112618724559,648.31750339213
"MB_HK",2014-11-01,86.473381294964,9.83547925608011,12.381974248927,6.59914407988588,50.1931330472103,34.6809116809117,611.155492154066
"MB_HK",2014-12-01,78.754507628294,14.6601941747573,16.6726768377254,10.7905686546463,65.5977961432507,39.373092926491,530.457697642164
"MK_HK",2014-01-01,22.6140845070423,137.175033921303,317.047489823609,13.7014925373134,71.0155367231638,43.6016949152542,1325.29172320217
"MK_HK",2014-02-01,13.3545310015898,100.906832298137,273.869565217391,11.071104387292,44.7869362363919,27.3488372093023,863.645990922844
"MK_HK",2014-03-01,13.3147353361946,108.983606557377,312.575136612022,13.4849726775956,58.350069735007,33.9347826086956,1024.50819672131
"MK_HK",2014-04-01,16.0086330935252,124.274261603376,298.196905766526,11.6680672268908,54.2974137931034,36.7514367816092,1003.31932773109
"MK_HK",2014-05-01,9.20821917808219,91.3242876526459,286.510176390773,7.50067842605156,31.5111111111111,20.3319444444444,800.569877883311
"MK_HK",2014-06-01,12.1394025604552,91.2277227722772,286.528995756719,8.12446958981612,35.8388489208633,23.905035971223,750.947666195191
"MK_HK",2014-07-01,8.40384615384615,87.0122950819672,281.292349726776,12.0463847203274,32.5109289617486,21.3497267759563,938.717598908595
"MK_HK",2014-08-01,7.76210235131397,82.6906077348066,261.078729281768,7.72314049586777,27.9005449591281,18.41689373297,864.63347164592
"MK_HK",2014-09-01,16.0269886363636,98.0448179271709,241.064425770308,9.51120448179272,42.1093294460641,29.0087209302326,727.773109243697
"MK_HK",2014-10-01,56.7716643741403,86.1101694915254,121.63418079096,8.36712328767123,63.2591093117409,41.5883940620783,922.27397260274
"MK_HK",2014-11-01,22.9402092675635,95.1777150916784,190.748942172073,6.14950634696756,55.5843793584379,38.5983263598326,1048.81523272214
"MK_HK",2014-12-01,21.4483695652174,100.713125845737,215.213802435724,11.0311231393775,62.7241379310345,43.0468965517241,1155.73748308525
"SP_HK",2014-01-01,44.0243243243243,90.7102425876011,146.598382749326,21.578167115903,77.349593495935,53.2777777777778,NA
"SP_HK",2014-02-01,28.9553158705701,65.4323076923077,125.890769230769,16.0983102918587,39.9769585253456,30.1784615384615,NA
"SP_HK",2014-03-01,30.3423545331529,73.412955465587,154.862348178138,15.5249662618084,50.7725988700565,36.2189265536723,NA
"SP_HK",2014-04-01,42.7652916073969,74.5635593220339,123.468926553672,16.2121640735502,48.3034682080925,37.7312138728324,NA
"SP_HK",2014-05-01,24.2428977272727,56.48,107.689655172414,12.0013793103448,30.9863760217984,24.232970027248,NA
"SP_HK",2014-06-01,28.6652542372881,53.3991537376587,96.345557122708,13.7014084507042,34.7300150829563,26.500754147813,NA
"SP_HK",2014-07-01,21.2072829131653,50.9930458970793,99.2906815020862,18.0347705146036,32.0252808988764,25.4171348314607,NA
"SP_HK",2014-08-01,17.0480769230769,47.5404663923182,97.5884773662551,13.0478796169631,27.9052924791086,22.2980501392758,NA
"SP_HK",2014-09-01,36.0688202247191,55.9719887955182,94.1974789915966,12.5621118012422,37.6370056497175,30.8290960451977,NA
"SP_HK",2014-10-01,72.1069958847737,70.7445652173913,95.2065217391304,11.4836956521739,62.1164179104478,46.3417910447761,NA
"SP_HK",2014-11-01,40.0203193033382,69.6795977011494,102.903735632184,9.96408045977011,41.8895184135977,31.9376770538244,NA
"SP_HK",2014-12-01,38.4411366711773,70.8032345013477,102.262803234501,12.1105121293801,49.9710144927536,35.5228215767635,NA
"ST_HK",2014-01-01,61.3910081743869,63.1016260162602,101.265582655827,13.6955345060893,70.4192672998643,49.6390773405699,NA
"ST_HK",2014-02-01,47.5584615384615,36.6738131699847,58.1117917304747,7.83460949464012,35.0595419847328,24.0671755725191,NA
"ST_HK",2014-03-01,54.1470588235294,39.4435146443515,61.907949790795,8.58158995815899,44.8268698060942,29.4612188365651,NA
"ST_HK",2014-04-01,68.0313837375178,37.2067988668555,55.8980169971671,8.20679886685552,37.2671328671329,24.1524475524476,NA
"ST_HK",2014-05-01,37.627094972067,40.4061196105702,58.9638386648122,8.40940525587829,20.6308823529412,12.1088235294118,NA
"ST_HK",2014-06-01,39.4831932773109,41.9371508379888,66.7905027932961,7.27094972067039,25.1120689655172,14.9281609195402,NA
"ST_HK",2014-07-01,29.7220708446866,43.5196743554952,67.9918588873813,9.20759837177748,23.865090403338,14.134909596662,NA
"ST_HK",2014-08-01,24.0270635994587,41.6212938005391,69.5566037735849,10.6266846361186,17.8826739427012,9.66166439290587,NA
"ST_HK",2014-09-01,43.6030855539972,46.5210084033613,66.5280112044818,8.49579831932773,31.2510578279267,20.6121297602257,NA
"ST_HK",2014-10-01,90.8473609129815,45.5752840909091,55.59375,8.21875,55.463347164592,35.5905947441217,NA
"ST_HK",2014-11-01,60.1487252124646,40.4255617977528,55.9691011235955,8.66292134831461,46.5712290502793,31.0488826815642,NA
"ST_HK",2014-12-01,51.603021978022,50.9115168539326,73.1095505617977,12.3953488372093,56.8220108695652,38.5271739130435,NA
"TC_HK",2014-01-01,50.4945355191257,83.2117486338798,116.139344262295,26.1106557377049,76.0648648648649,50.1524475524476,663.715846994535
"TC_HK",2014-02-01,38.0779610194903,52.3943028485757,85.7796101949025,16.0419790104948,37.8431677018634,25.0170807453416,583.478260869565
"TC_HK",2014-03-01,44.6844262295082,50.8649386084584,86.281036834925,14.5648021828104,44.3792172739541,27.1929824561403,504.965893587995
"TC_HK",2014-04-01,50.8904694167852,50.3115220483642,77.7837837837838,12.8065433854908,35.0280898876404,22.2570224719101,480.156472261735
"TC_HK",2014-05-01,41.703146374829,24.6976744186047,35.6169630642955,9.0875512995896,15.8864864864865,8.92297297297297,260.588235294118
"TC_HK",2014-06-01,47,26.9577039274924,38.9894259818731,7.41666666666667,21.9707112970711,12.8549511854951,419.822222222222
"TC_HK",2014-07-01,35.990264255911,27.4951185495119,43.765690376569,8.10987482614743,21.0431848852901,12.1052631578947,447.524339360223
"TC_HK",2014-08-01,29.2818428184282,22.1718538565629,40.7090663058187,7.13261163734777,15.1364864864865,8.13783783783784,437.753721244926
"TC_HK",2014-09-01,48.098730606488,38.0028818443804,52.6253602305475,10.37658674189,28.9805013927577,18.7451253481894,547.165021156559
"TC_HK",2014-10-01,87.3851351351351,46.3364864864865,53.9378378378378,12.3337837837838,55.5074224021592,33.1808367071525,738.027027027027
"TC_HK",2014-11-01,45.8022922636103,53.3507779349364,71.4950495049505,13.7185289957567,51.5846153846154,32.027972027972,732.362093352192
"TC_HK",2014-12-01,36.5879888268156,65.5949720670391,89.1256983240224,17.7988826815642,67.4351351351351,40.7094594594595,733.016759776536
"TM_HK",2014-01-01,38.306864064603,88.4628879892038,144.771929824561,18.9489247311828,99.266846361186,66.0323450134771,890.456989247312
"TM_HK",2014-02-01,25.3964232488823,56.1569506726457,109.826606875934,11.9254843517139,50.9773413897281,36.3197586726998,719.687034277198
"TM_HK",2014-03-01,29.7795698924731,60.4487870619946,113.320754716981,14.5295698924731,56.0691994572592,37.1248303934871,644.583333333333
"TM_HK",2014-04-01,40.1204481792717,62.8788732394366,99.4183098591549,13.8746355685131,46.7016806722689,30.3515406162465,613.305203938115
"TM_HK",2014-05-01,28.8146143437077,40.0673076923077,67.6167582417582,7.4008152173913,23.5040540540541,11.4918918918919,350.054347826087
"TM_HK",2014-06-01,45.3282336578581,41.4816901408451,65.2619718309859,15.221140472879,30.4013986013986,18.420979020979,310.945757997218
"TM_HK",2014-07-01,39.6445047489824,38.5872801082544,62.3572395128552,17.9258760107817,28.5216216216216,17.0797297297297,286.765498652291
"TM_HK",2014-08-01,28.680649526387,36.8677462887989,64.9230769230769,18.5100942126514,23.1578947368421,11.2672064777328,313.775372124493
"TM_HK",2014-09-01,48.2388888888889,45.7531380753138,63.8633193863319,15.6535764375877,41.8685314685315,26.0923076923077,566.411682892907
"TM_HK",2014-10-01,81.2547169811321,54.5504087193461,63.6035422343324,11.472334682861,74.2688821752266,48.4645550527903,627.503373819163
"TM_HK",2014-11-01,39.719298245614,56.4912280701754,77.7894736842105,15.9649122807018,67.6315789473684,43.9122807017544,720.701754385965
"TM_HK",2014-12-01,40.4545454545455,173.363636363636,418.272727272727,26.0909090909091,115.363636363636,79.8181818181818,1444.54545454545
"TP_HK",2014-01-01,50.9931129476584,65.5537190082645,NA,6.88429752066116,74.5006784260516,52.0407055630936,NA
"TP_HK",2014-02-01,46.8275862068966,41.6311844077961,NA,3.71664167916042,40.0104633781764,28.3408071748879,NA
"TP_HK",2014-03-01,49.7496617050068,45.447902571042,NA,3.93234100135318,47.277027027027,31.8324324324324,NA
"TP_HK",2014-04-01,59.643661971831,43.1788732394366,NA,3.47746478873239,40.3075780089153,26.620178041543,NA
"TP_HK",2014-05-01,37.7332421340629,38.9931600547196,NA,3.18331053351573,20.4530612244898,11.8108843537415,NA
"TP_HK",2014-06-01,43.0461538461538,39.4125874125874,NA,3.11468531468531,25.6573529411765,15.4455882352941,NA
"TP_HK",2014-07-01,39.3260572987722,38.9508867667121,NA,4.81718963165075,26.9957924263675,16.6423562412342,NA
"TP_HK",2014-08-01,38.0378890392422,34.7591339648173,NA,3.73748308525034,18.6945945945946,10.4993252361673,NA
